id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,clean_handle,text,date
11004654,Renata Alt,1965-08-27,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Chemieingenieurin,262.0,Nürtingen,Landesliste,renataaltmdb.bsky.social,"Es ist inakzeptabel, dass der Iran das Deutsche Sprachinstitut in Teheran geschlossen hat. Bildung darf nicht politisiert werden! Das vor 29 Jahren gegründete DSIT ist keine ""illegale Einrichtung"". Ihm nun Gesetzesverstöße vorzuwerfen, ist absurd.",2024-08-21 10:04:30.382
11004654,Renata Alt,1965-08-27,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Chemieingenieurin,262.0,Nürtingen,Landesliste,renataaltmdb.bsky.social,"Dass der Iran der inhaftierten Friedensnobelpreisträgerin Narges Mohammadi die notwendige medizinische Versorgung verweigert, ist skandalös und äußerst inhuman! Medizinische Versorgung ist ein Menschenrecht. #FreeNarges",2024-08-21 10:05:25.935
11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Sommer, Sonne, Freibad. Das kleine Klockow (UM) kann sich ein Freibad leisten. Möglich wird's durch die Einnahmen aus Windkraft. Gut, dass alle im Ort und jede Gemeinde vom Ausbau bei Wind und Solar profitieren. #grünwirkt",2024-08-21 10:44:56.809
11004659,Lisa Badum,1983-10-02,weiblich,Grünen,2021-10-26,2025-03-25,Politikwissenschaftlerin,236.0,Bamberg,Landesliste,lisa-badum.de,"Ich auch nicht, Robert!",2024-08-21 11:13:47.400
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"41,3 % der Startup-Gründer*innen wählen .de Das ergibt der Deutsche Startup Monitor 2024, die neuste Erhebung des Startup-Verbands (Grafik). Über 1800 Startup-Gründer*innen in Deutschland wurden gefragt, wen sie wählen würden, wenn am nächsten Sonntag Bundestagswahl wäre. (1/2)",2024-08-21 11:48:17.906
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,Ich freue mich sehr über dieses Feedback zur grünen Wirtschaftspolitik und insbesondere der Arbeit von Robert Habeck. (2/2) #Startup #Gründerinnen #Sonntagsfrage,2024-08-21 11:49:12.161
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,Wohnen ist auch für Menschen mit normalen Einkommen vielerorts mittlerweile unbezahlbar. Es gibt dringenden Handlungsbedarf. Eine Verlängerung der Mietpreisbremse und die Absenkung der Kappungsgrenze sind jetzt nötig.,2024-08-21 12:25:59.808
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Das ist ein wichtiger Schritt zur Anerkennung des Leids von Betroffenen sexuellen #Missbrauchs. Es wäre ein wichtiges Zeichen, wenn andere Kommunen nachziehen. Auch der Bund ist gefordert mit einem Fond finanzielle Abhilfe zu schaffen.",2024-08-21 13:07:55.066
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Der Berliner Senat scheitert beim dringend notwendigen Ausbau des Radwegenetzes. Wann endlich bekommen wir eine Verkehrspolitik, die nicht ausschließlich aufs Auto ausgerichtet ist?",2024-08-21 14:34:19.851
11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,„Gründer*innen setzen auf Zukunftsthemen …“ t.co/LPZ87aq8Mw,2024-08-21 14:44:55.657
11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2021-10-26,2025-03-25,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,"Es ist egal, was du sagst (…) Sag es oft genug, dann glauben es die Leute“ das soll #Trump laut seiner früheren Beraterin gesagt haben. Irgendwie der menschenverachtende Basissatz für Demokratiefeinde weltweit. #niewiederistjetzt",2024-08-21 16:48:50.237
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Immer noch aktuell und als kleine Erinnerung daran, dass Frau Wagenknecht vor den Landtagswahlen in Sachsen und Thüringen dafür wirbt, dem Diktator Putin die unabhängige Ukraine zu opfern.",2024-08-21 20:37:29.489
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Das 3-Tonnen-Monster von Tesla namens Cybertruck ist ein Verbrechen gegen das Klima, gegen die Vernunft und gegen den guten Geschmack. Derart überflüssiger Unfug gehört bei uns verboten!",2024-08-21 20:46:26.504
11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Besuch bei #Bus- Unternehmen im #Hohenlohekreis und Gespräch über E-Busse, deren Förderung, Technologie-Entwicklung und Strom-Netze. Fahrer und Fahrgäste nutzen die batterieelektrischen #Busse wegen ihrer ruhigen Fahrweise gerne.",2024-08-22 04:59:37.023
11004756,Dr. Bettina Hoffmann,1960-01-18,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,Phosphor ist essenziell für die Landwirtschaft. Aber die Gewinnung schadet der Umwelt und Deutschland hat keine eigenen Vorkommen. Ab 2029 wird die Rückgewinnung aus Klärschlamm Pflicht- die Voraussetzungen für mehr Unabhängigkeit & Umweltschutz stärken wir schon heute!,2024-08-22 06:55:09.399
11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,"Bislang ist nicht ersichtlich, dass Harris vom außenpolitischen Kurs Bidens abweichen wird. Dafür sprechen auch ihre Personalentscheidungen. Ihr Sicherheitsberater Phil Gordon ist Europa eng verbunden. Das ist einer der zentralen Unterschiede zu Trump.",2024-08-22 07:51:00.673
11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Meine Drei-Tages- #Wanderung durch meinen Wahlkreis führte mich zu acht Stationen. Eine davon war #UrbanGardening in #Nürtingen. Ein schönes Projekt, das Grün in die Stadt bringt und Begegnungen ermöglicht. #Garten",2024-08-22 09:27:15.779
11004654,Renata Alt,1965-08-27,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Chemieingenieurin,262.0,Nürtingen,Landesliste,renataaltmdb.bsky.social,"In den USA haben 14 Staaten Abtreibungen verboten - auch bei Vergewaltigung, Inzest und aus medizinischen Gründen. Die Folgen für Frauen sind dramatisch! bit.ly/4dNlrhH Es ist wichtig, dass Kamala Harris für Frauenrechte und das Recht auf Schwangerschaftsabbruch kämpft.",2024-08-22 10:41:46.777
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Den Ausbau von Stromnetzen und Windenergie haben übrigens nicht die Umweltverbände, sondern Herr Söder und die anderen Unionspolitiker von der Energiewende-Verhinderungstruppe aufgehalten.",2024-08-22 12:19:54.649
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Für Kreuzfahrtschiffe ist Geld da. Für die Solarindustrie nicht. Diese Regierung setzt die falschen Prioritäten.,2024-08-22 13:51:48.730
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,Nächstes Jahr kandidiere ich nicht wieder für den Bundestag. Nach viereinhalb Legislaturperioden ist Zeit für etwas Neues. Hier meine Erklärung dazu: strengmann-kuhn.de/erklaerung-e... #Bundestagswahl2025 #Bundestagswahl #btw25 #Kandidatur #ZeitFürNeues #Bundestag,2024-08-22 14:24:05.949
11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,Wieder mal tolle Atmosphäre auf der #gamescom! Wir werden künftig kleine und mittelständische Unternehmen stärker fördern. Das freut mich als Mittelstandsbeauftragter besonders. - für einen starken Standort für #GamesMadeInGermany,2024-08-22 15:13:11.372
11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2021-10-26,2025-03-25,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,Hart aber herzlich,2024-08-22 17:05:10.242
11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,"Heute Abend diskutiere ich beim Kunstfest Weimar ""zur Verteidigung von Demokratie und Vielfalt jetzt"" - aktueller denn je. Dass der Leiter der Gedenkstätte Buchenwald bedroht wird, weil er vor Rechtsextremisten warnt, zeigt die Dringlichkeit.",2024-08-22 17:42:34.924
11005190,Lars Rohwer,1972-02-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Bankkaufmann,160.0,Dresden II - Bautzen II,Direktwahl,larsrohwer.bsky.social,"Der Dresdner Nahverkehr gehört zu den besten in #Deutschland und soll dies auch in Zukunft bleiben. Das #Deutschlandticket erfreut sich großer Beliebtheit, stellt den Nahverkehr aber vor finanzielle Herausforderungen. Mehr Infos gibt’s auf meiner Website",2024-08-22 21:48:12.200
11005155,Boris Mijatović,1974-02-04,männlich,Grünen,2021-10-26,2025-03-25,Angestellter,168.0,Kassel,Landesliste,boris-mijatovic.bsky.social,"Wirtschaftlich, potentiell sauber und krisenfest. Die Wärmepumpe bleibt eine Säule der #Wärmewende. Die Zahlen sprechen für sich. #GrünWirkt",2024-08-22 22:54:06.675
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,Gut! Es könnte eine Mehrheit ohne AFD und ohne BSW geben.,2024-08-23 08:31:13.664
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,"Nur, wenn die Grünen wieder in den Landtag kommen, könnte es eine Mehrheit ohne AFD und ohne BSW geben.",2024-08-23 08:34:09.453
11005065,Dr. Jan-Niclas Gesenhues,1990-02-12,männlich,Grünen,2021-10-26,2025-03-25,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,Ökologischer Strukturwandel: Mithilfe unserer Förderung schaffen wir als Umweltministerium einen Mehrwert für das Rheinische Revier – für ein umweltbewusstes Leben und für den Zusammenhalt in der Region.,2024-08-23 08:37:28.032
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,Nicht unbedingt. Thüringen hat ja viel Erfahrungen mit Minderheitsregierungen ...,2024-08-23 08:52:53.425
11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2024-02-02,2025-03-25,Dipl.-Soziologin,156.0,Bautzen I,Landesliste,carenlay.bsky.social,"In Sachsen spitzt sich die Wohnungs- und #Immobilienkrise unter der Kenia-Koalition immer weiter zu: Steigende Belastung durch #Wohnkosten, massiv steigende Baulandpreise im ländlichen Raum, weniger Puffer weil der Leerstand sinkt (1/3)",2024-08-23 08:59:23.293
11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2024-02-02,2025-03-25,Dipl.-Soziologin,156.0,Bautzen I,Landesliste,carenlay.bsky.social,"Die Zahl der #Sozialwohnungen ist eingebrochen. Die Staatsregierung tut viel zu wenig, um den riesigen Bedarf auch nur ansatzweise zu decken. Gleichzeitig werden immer noch Abrisse von Wohnungen öffentlich gefördert. (2/3)",2024-08-23 09:00:06.306
11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2024-02-02,2025-03-25,Dipl.-Soziologin,156.0,Bautzen I,Landesliste,carenlay.bsky.social,So kann es nicht weitergehen. Es braucht eine soziale Wende in der sächsischen Wohnungspolitik. Deshalb: Am 01.09. beide Stimmen für .bsky.social (3/3),2024-08-23 09:00:30.996
11003585,Dr. Anna Lührmann,1983-06-14,weiblich,Grünen,2021-10-26,2025-03-25,Politikwissenschaftlerin,187.0,Odenwald,Landesliste,annaluehrmann.bsky.social‬,Die neue -Kommission darf keine Männerrunde werden. Eine paritätische Besetzung zwischen Frauen und Männern ist zeitgemäß. Dafür muss sich Ursula von der Leyen einsetzen.,2024-08-23 09:20:35.673
11003576,Renate Künast,1955-12-15,weiblich,Grünen,2021-10-26,2025-03-25,Rechtsanwältin,81.0,Berlin-Tempelhof-Schöneberg,Landesliste,renate-kuenast.de,Retten wir gemeinsam das Café Berio! Seit 73 Jahren ist es eine Institution im Regenbogenkiez. Nun wollen die Eigentümer*innen das Traditionscafé vor die Tür setzen. Zusammen mit fast 25.000 Menschen habe ich diese Petition unterzeichnet:,2024-08-23 09:38:19.015
11004654,Renata Alt,1965-08-27,weiblich,FDP,2021-10-26,2025-03-25,Dipl.-Chemieingenieurin,262.0,Nürtingen,Landesliste,renataaltmdb.bsky.social,"Das ""Tugend-Gesetz"" der Taliban ist ein eklatanter Verstoß gegen die Menschenrechte und unterdrückt Frauen in Afghanistan noch stärker als bisher. Die UN muss darauf bestehen, dass der Sonderberichterstatter für die Menschenrechtslage wieder nach Afghanistan einreisen darf!",2024-08-23 10:12:30.313
11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,Vieles hat #Ampel für #Bahn erreicht. Es bleibt aber noch zu tun. Ganz oben: #Trassenpreise. Kurzfristig muss deren Anstieg gedämpft werden. Ich rechne mit konkreten Vorschlägen von Minister Wissing. Wir müssen das System sehr bald grundlegend reformieren.,2024-08-23 10:54:33.270
11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Ohne Handeln drohen massive ""Maut""-Steigerungen, weniger Fernzüge und Verlagerungen bei #Güterverkehr von der #Schiene auf die #Straße. Die Trassenpreise müssen das Gegenteil anreizen: Mehr Großstädte wieder an den #Fernverkehr anbinden und mehr #Güter auf die Schiene!",2024-08-23 10:56:15.024
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Ist jemand in Schweden eigentlich mal auf die Idee gekommen, dass es für ein Ökosystem nicht gut sein kann, wenn man eine zentral bedeutende Art in Massen abknallt? Gilt übrigens auch für Wolf und Otter in Deutschland.",2024-08-23 11:59:55.468
11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,Ohne einen Strategiewechsel in der China-Politik werden viele deutsche Industriesektoren in den kommenden Jahren durch chinesische Konkurrenten massiv geschädigt. Die Grundlage unseres zukünftigen Wohlstands ist in Gefahr. Die Worte der Bundesregierung reichen nicht.,2024-08-23 12:21:48.039
11005078,Linda Heitmann,1982-08-02,weiblich,Grünen,2021-10-26,2025-03-25,Geschäftsführung in der Suchtkrankenhilfe,19.0,Hamburg-Altona,Direktwahl,linda-altona.bsky.social,"Gemeinsam mit Vertreterinnen vom BUND und Verein Jordsand war ich gestern auf der Hamburger Insel Neuwerk im Nationalpark Wattenmeer, um vor Ort über viele umweltpolitische Fragen zu sprechen. Um was es alles ging, lest Ihr im Bericht auf meiner Homepage: linda-heitmann.de/ganz-weit-im...",2024-08-23 13:24:38.460
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Endlich wieder #SpätsommerGrün Der Empfang der Kölner Bundestags- und Landtagsabgeordneten zusammen mit .bsky.social hat mittlerweile Tradition! Und ist jedes Jahr eine tolle Gelegenheit, Engagierte aus der Kölner Stadtgesellschaft zu treffen. Fotos: Jörn Strojny (1/3)",2024-08-23 14:20:24.953
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Danke für diesen Abend und für die großartige Organisation! Es kamen viele Gäste aus Vereinen und Initiativen, aus Wirtschaft und Kultur, aus Gewerkschaften und den Religionsgemeinschaften. Es war uns eine große Ehre, dass so viele unserer Einladung gefolgt sind. (2/3)",2024-08-23 14:20:58.218
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Die Gastrede hielt Abraham Lehrer, Vorstand der Kölner Synagogengemeinde. Danke für diese wichtige Rede zur jüdischen Gefühlslage und den eindringlichen Appell für mehr Zivilcourage. Es ist unser aller Aufgabe, Antisemitismus überall in der Gesellschaft die Stirn zu bieten. (3/3)",2024-08-23 14:21:44.402
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Lebenserfahren und genau wissen, was frau will - nämlich eine Demokratie, die alle schützt! Heute hatte ich die Ehre, die neugegründete Gruppe „Omas gegen Rechts"" in Duisburg kennenzulernen. Ihr Engagement gegen den Rechtsruck ist inspirierend und zeitgemäß.",2024-08-23 15:14:35.321
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Es ist großartig zu sehen, wie diese starken Frauen sich gemeinsam für Toleranz und ein demokratisches Miteinander einsetzen. Jede Altersgruppe hat ihre eigenen Herausforderungen und Anliegen. 2/5",2024-08-23 15:14:53.654
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Nur durch den Austausch dieser unterschiedlichen Sichtweisen können wir Lösungen entwickeln, die für alle funktionieren. Wir brauchen dieses breite Spektrum an Meinungen und Erfahrungen, um ein Miteinander zu sichern. 3/5",2024-08-23 15:15:09.334
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Eine aktive Teilnahme aller Generationen am offenen Diskurs trägt dazu bei, eine Gesellschaft zu schaffen, in der Respekt, Toleranz und Zusammenhalt im Mittelpunkt stehen. 4/5",2024-08-23 15:15:25.770
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Die Omas gegen Rechts zeigen, dass auch im Alter aktive Beteiligung gefragt ist und dass jeder von uns einen Unterschied machen kann. Ich freue mich auf die kommenden Aktionen und den Austausch mit dieser Gruppe. 5/5",2024-08-23 15:15:43.671
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,Aus der Reihe #GuteNachrichten: Rekord beim #Solarstrom #Energiewende,2024-08-23 15:21:56.672
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,Auch aus Thüringen gute Nachrichten. Grüne Energieminister liefern! #grünwirkt,2024-08-23 15:41:00.935
11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,"Damit ist klar: Wem Demokratie, Klimaschutz und der Kampf gegen Rechtsextremismus in Sachsen wichtig sind, sollte am 1. September BÜNDNIS 90/DIE GRÜNEN wählen. Nur mit starken Grünen zur Wahl gibt es eine stabile, demokratische Mehrheit im Sächsischen Landtag. #Sachsen",2024-08-23 16:08:48.459
11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Mit innovativen Technologien können KMU einen großen Beitrag zum Klimaschutz leisten. Dabei unterstützen wir mittelständische Unternehmen jetzt mit der Bundesförderung Industrie und Klimaschutz (BIK). Bin gespannt, auf die Fördervorschläge. Es lohnt sich und bringt Vorsprung. Details beim .de",2024-08-23 17:51:54.065
11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,"Danke, Jena, für die guten Gespräche heute auf der Straße und im Volksbad. Thüringen hat es verdient, weiterhin von Demokraten regiert zu werden, die pragmatisch anpacken, statt Hass und Hetze als Lösungen zu verkaufen.",2024-08-23 20:02:49.076
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Grauenhafte Attacke auf Stadtfest in #Solingen. Täter vermutl. auf d Flucht und 9 Menschen kämpfen noch um ihr Leben. Mein Mitgefühl gilt den Angehörigen der Opfer, der Verletzten, den Traumatisierten vor Ort. Hoffentlich wird der Täter schnell gefasst.",2024-08-23 22:25:31.238
11005155,Boris Mijatović,1974-02-04,männlich,Grünen,2021-10-26,2025-03-25,Angestellter,168.0,Kassel,Landesliste,boris-mijatovic.bsky.social,Diese schreckliche Tat ist ein Albtraum für unser friedliches Zusammenleben. In Gedanken bei den Opfern und ihren Familien. #Solingen,2024-08-24 00:18:32.548
11005155,Boris Mijatović,1974-02-04,männlich,Grünen,2021-10-26,2025-03-25,Angestellter,168.0,Kassel,Landesliste,boris-mijatovic.bsky.social,"Was hat das mit Wärmepumpen zu tun? Stimmt, gar nix",2024-08-24 00:51:54.894
11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,Es geht um die Wahlen in Sachsen. Hier haben die zur Wahl stehenden Grünen Pödelwitz vor der Braunkohle gerettet; gemeinsam mit den Bleibewilligen. Ohne Grün im Landtag geriete selbst das wieder in Gefahr.,2024-08-24 05:04:23.012
11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,"Nur wenn es auch Grüne mit ausreichender Stärke in den Landtag schaffen, wird es eine Mehrheitsoption ohne noAfD und BSW geben. Denken Sie die anderen Möglichkeiten doch bitte für sich selbst mal durch. Für Kretschmer wird es dann verflixt schwer, mit dem Wagenknecht-BSW zu koalieren.",2024-08-24 05:11:17.016
11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,"Alle meine Gedanken sind bei den Menschen in #Solingen. Bei den Opfern, den Angehörigen, bei den Rettungskräften & der Polizei und bei den Schwerverletzten, die um ihr Leben kämpfen. Was für ein brutales, schlimmes Verbrechen. Der Täter muss schnell gefasst und bestraft werden!",2024-08-24 07:03:38.149
11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,"Information statt Desinformation – Fakten statt Fake Es werden Behauptungen und Zahlen verbreitet, die falsch sind. Die Debatte ums #Bürgergeld spaltet und spielt die Menschen gegeneinander aus. Deshalb gibt es hier einen Faktencheck statt Fake.",2024-08-24 07:28:14.042
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Eine erschütternde Nachricht aus #Solingen. Eine furchtbare Tat. Mit tiefem Mitgefühl denke ich an die Angehörigen der Opfer und wünsche den Verletzten, dass sie bald gesund werden. Danke allen Einsatzkräften. Ich hoffe, dass der Täter schnell gefasst wird.",2024-08-24 08:09:50.081
11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,Ist mir ein Anliegen. Wir müssen dagegen halten!,2024-08-24 08:29:32.808
11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,"Statt “solange wie nötig” müssen wir die Ukraine ”so viel wie nötig und so schnell wie möglich” unterstützen. Es geht nicht nur um das Schicksal der Ukraine, sondern das ganz Europas. Frieden gibt es erst, wenn Russland seinen imperialistischen Anspruch aufgibt.",2024-08-24 09:36:04.300
11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2021-10-26,2025-03-25,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,"Wir alle trauern mit den Hinterbliebenen der Opfer von #Solingen. Mein Dank gilt den Einsatzkräften vor Ort, die ihr Bestes geben. Es ist beunruhigend, dass der Angreifer noch frei ist, aber ich bin sicher, dass die #Polizei ihr Möglichstes tut, um den Täter schnell zu fassen.",2024-08-24 09:52:54.239
11003888,Dr. Wolfgang Strengmann-Kuhn,1964-05-20,männlich,Grünen,2021-10-26,2025-03-25,Volkswirt,185.0,Offenbach,Landesliste,strengmann-kuhn.de‬,#EndPoverty #Armutbeenden Damit niemand mehr #ichbinarmutsbetroffen ist. #Armut,2024-08-24 13:05:28.341
11005065,Dr. Jan-Niclas Gesenhues,1990-02-12,männlich,Grünen,2021-10-26,2025-03-25,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,"Viele engagierte Projekte zeigen, wie wichtig Natur- und Artenschutz sind. Einst verschwundene Tier- und Pflanzenarten sind mittlerweile wieder in Nordrhein-Westfalen heimisch und in ihrem Bestand gefährdete Arten konnten sich wieder erholen. Aber… 1/2",2024-08-24 14:04:24.449
