,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,clean_handle,text,date,sentiment_score,sentiment_class,week_start
617,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Bei Düngerecht und Nitratbelastung des Grundwassers bricht Deutschland seit Jahrzehnten europäisches Recht und gefährdet dadurch die Gesundheit der Menschen. Deswegen müssen Bundesrat und Bauernverband ihren Widerstand gegen das neue Düngerecht endlich aufgeben! .bsky.social,2024-06-28 08:15:09.040,-3.4472528980185277,neutral,2024-06-24
618,11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,Die AfD fordert eine Ausnahmeregelung beim gesetzlichen Mindestlohn für ausländische Erntehelfer:innen Das ist nichts anderes als Diskriminierung. Niemand darf ohne Grund schlechter bezahlt werden. Der Mindestlohn ist die unterste Haltelinie.,2024-06-28 08:53:04.841,-2.2264600871611715,neutral,2024-06-24
619,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Gute Nachrichten für alle, die auf klimafreundliche, bezahlbare Heizungen setzen! Die kommunale Wärmeplanung ist eine wichtige Orientierung für die Menschen. Laut Städtetag werden die Städte ihre Planung fristgerecht schaffen.",2024-06-28 09:25:31.979,1.6976733360664484,neutral,2024-06-24
620,11004405,Kordula Schulz-Asche,1956-12-31,weiblich,Grünen,2021-10-26,2025-03-25,"Krankenschwester, Kommunikationswissenschaftlerin",181.0,Main-Taunus,Landesliste,schulzasche.bsky.social,"Heute Morgen auf dem #HSK: Kann die Bundesregierung in der Pflege jetzt noch liefern? Ich sage, ganz klar ja. Wir stehen vor großen Herausforderungen, aber diese Legislaturperiode ist noch nicht vorbei! #pflegestärken #Hauptstadtkongress",2024-06-28 09:33:49.694,-2.6043838873831593,neutral,2024-06-24
621,11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,"Nachdem die #CDU in Sachsen zur letzten Wahl mit weniger als 22 Prozent ein historisches Debakel eingefahren hat, scheint ihr Landesvorsitzender jetzt komplett freizudrehen. Die Abhängigkeit der CDU Sachsen von Sahra Wagenknecht würde #Sachsen noch böse auf die Füße fallen.",2024-06-28 09:40:43.099,-5.8425008475343745,negative,2024-06-24
622,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Die 1.300 Hitzetoten bei der diesjährigen Pilgerfahrt nach Mekka sind nur ein Vorgeschmack des Todes und Leidens das uns bevorsteht, wenn der menschengemachte Klimawandel weiter seinen Lauf nimmt.",2024-06-28 10:03:52.512,-4.892753687326094,negative,2024-06-24
623,11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,Sie werden mit Populismus gemeinsam verschiedene Gruppen in der Gesellschaft gegeneinander aufbringen. Alles andere als gut.,2024-06-28 10:13:59.867,-4.915105154806037,negative,2024-06-24
624,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Eine Lehrerin schilderte mir ihre Erfahrungen während ihres Besuchs auf der Tribüne des Bundestags mit einer Gruppe Schüler*innen. Sie war Zeugin einer Rede des AfD-Abgeordneten Baumann, die nicht nur sie, sondern auch die jungen Besucherinnen und Besucher tief betroffen machte.",2024-06-28 10:21:35.298,-2.2119336289033797,neutral,2024-06-24
625,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Diese Nachricht zeigt deutlich, wie verletzend und spaltend die Reden der AfD wirken, insbesondere auf junge Menschen und diejenigen mit Migrationshintergrund.",2024-06-28 10:22:03.664,-6.225295070537843,negative,2024-06-24
626,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Die Reaktionen der Schülerinnen und Schüler, die traurig und entsetzt auf die rassistischen Aussagen reagierten, unterstreichen die Dringlichkeit, diesen Hassreden entschlossen entgegenzutreten.",2024-06-28 10:22:29.055,-5.879481333579229,negative,2024-06-24
627,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Es ist unsere gemeinsame Aufgabe, die #Demokratie zu verteidigen und zu stärken, um eine bessere Zukunft für alle zu gewährleisten.",2024-06-28 10:22:57.814,0.0801545329838942,neutral,2024-06-24
628,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,"Scholz betreibt gegenüber China die Politik eines deutschen Sonderweges, der Europa schwächt und spaltet. Das Gegenteil davon ist das Interesse Deutschlands.",2024-06-28 11:19:09.875,-3.462051528800183,neutral,2024-06-24
629,11003576,Renate Künast,1955-12-15,weiblich,Grünen,2021-10-26,2025-03-25,Rechtsanwältin,81.0,Berlin-Tempelhof-Schöneberg,Landesliste,renate-kuenast.de,Meine gestrige Plenarrede zu Entlastungen der #Landwirtschaft ist jetzt online zu finden auf,2024-06-28 11:24:09.203,-0.3966646069127039,neutral,2024-06-24
630,11003068,Ekin Deligöz,1971-04-21,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Verwaltungswissenschaftlerin,255.0,Neu-Ulm,Landesliste,ekin-deligoez.de,"Ich sprach mit dem .bsky.social zum Thema #Freiwilligendienst: „Wir haben gar nicht vor, beim Geld für Freiwilligendienste zu kürzen. Jugendfreiwilligendienste und das ökologische Jahr sind wichtig für den gesellschaftlichen Zusammenhalt.“",2024-06-28 11:32:38.676,-1.1700542813413775,neutral,2024-06-24
631,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Braucht mehr Digitalisierung als die, die gerade umgesetzt wird, sagt Matthias Gastel über #Stuttgart 21. Bund hat Großteil der Finanzierung sichergestellt. Also kein Grund, seitens DB die 3. Stufe in Frage zu stellen. Neuer Knoten braucht die Kapazitätsgewinne.",2024-06-28 12:22:48.952,-1.7675527414171088,neutral,2024-06-24
632,11004390,Corinna Rüffer,1975-10-11,weiblich,Grünen,2021-10-26,2025-03-25,Poltikerin,203.0,Trier,Landesliste,corinna-rueffer.de,"Elternunabhängiges #Bafög für #Careleaver – also junge Menschen, die in Jugendhilfe-Einrichtungen oder Pflegefamilien aufgewachsen sind. Das fordert eine #Petition, die Petitionsausschuss und Bundestag gestern einstimmig an die Bundesregierung überwiesen haben, damit diese tätig wird.",2024-06-28 13:41:36.829,-0.802583553154828,neutral,2024-06-24
633,11003756,Kai Gehring,1977-12-26,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialwissenschaftler,120.0,Essen III,Landesliste,kgehring.bsky.social,"Ein paar Gedanken vor dem anstehenden #Parteitag der AfD in Essen: In unserer Demokratie haben Parteien das Recht, Parteitage abzuhalten. Gleichzeitig muss es möglich sein, dagegen friedlich zu demonstrieren - insbesondere wenn sie wie im Falle der #AfD demokratiefeindliche Inhalte verbreiten.",2024-06-28 14:06:50.027,-1.2439300015319086,neutral,2024-06-24
634,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Nach den heutigen Präsidentschaftswahlen in #Iran ist weiterhin klar: Das iranische Regime bleibt zentraler Destabilisierungsfaktor in der Region. Seine aggressive Außenpolitik und das Atomprogramm machen uns große Sorgen. 1/2,2024-06-28 14:07:52.724,-5.695676458557133,negative,2024-06-24
635,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Unsere Unterstützung gilt der Zivilgesellschaft und der Demokratiebewegung im Land. Meine Pressemitteilung findet ihr hier 2/2 :,2024-06-28 14:08:27.050,-0.08058040755437125,neutral,2024-06-24
636,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Mehr fällt mir zu Biden nicht mehr ein.,2024-06-28 15:03:32.336,-6.14886701069505,negative,2024-06-24
637,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Wir wollen ein Land, das einfach funktioniert. Wir wollen Busse, die regelmäßig fahren - auch auf dem Land. Wir wollen Bahnen, die Pendler*innen zuverlässig zur Arbeit bringen und wieder zurück. Wir wollen funktionierende Schulen, in denen Kinder gerne lernen. (1/5)",2024-06-28 15:18:52.405,0.9917474345778061,neutral,2024-06-24
638,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Wir wollen Kitas, die genügend Plätze anbieten. Wir wollen Schwimmbäder, Sporthallen und Bibliotheken, die für alle offen stehen. Wir wollen Brücken, die halten. All diese Dinge müssen ohne Wenn und Aber funktionieren. (2/5)",2024-06-28 15:19:10.927,-2.9101635192068596,neutral,2024-06-24
639,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Investitionen in die öffentliche Versorgung der Menschen bedeuten Generationengerechtigkeit. Denn eine marode #Infrastruktur sind die denkbar schlechtesten Schulden, die wir nachfolgenden Generationen überlassen können. (3/5)",2024-06-28 15:19:37.848,-5.937303909673911,negative,2024-06-24
640,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Wir sind überzeugt, dass die Schuldenbremse in ihrer jetzigen Form reformiert werden muss! Wir brauchen eine Modernisierung der #Schuldenbremse, die Zukunftsinvestitionen ermöglicht. Dafür haben wir -nrw.de aus Bund & Land uns letzte Woche in der Landespressekonferenz ausgesprochen. (4/5)",2024-06-28 15:56:10.753,-1.4465309545101612,neutral,2024-06-24
641,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Wir laden die politische Mitte ein, mit uns gemeinsam die Modernisierung der Schuldenbremse anzugehen. Das fordern nicht nur wir, sondern auch der IWF, die Bundesbank, das Institut der deutschen Wirtschaft & die Financial Times. Und darum wird es auch bei unserer anstehenden #LDKNRW gehen. (5/5)",2024-06-28 15:56:35.693,-0.2901572457586391,neutral,2024-06-24
642,11005083,Bernhard Herrmann,1966-01-13,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Wasserbauingenieur,163.0,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,bherrmann.bsky.social,"Was haben wir beim Umgang mit der AfD falsch gemacht? Dass wir sie nicht normalisieren? Ich denke, dass das genau richtig ist, dass das Basis für die Demos gegen diejenigen war/ist, die unsere Demokratie angreifen. Das wiederum hat der AfD durchaus Prozente ggü. deren Höchststand gekostet.",2024-06-28 20:08:29.099,-5.506099996832565,negative,2024-06-24
643,11005190,Lars Rohwer,1972-02-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Bankkaufmann,160.0,Dresden II - Bautzen II,Direktwahl,larsrohwer.bsky.social,Mein #Wochenrückblick: In der #Lausitz liegt viel Potenzial. Seit einer Weile diskutieren wir im #Bundestag zum #Wassermanagement in der #Spree. Ich habe erneut bei der #Bundesregierung nach dem Prüfbericht #Versorgungssicherheit zum Kohleausstieg gefragt.,2024-06-28 22:08:00.930,0.23263683194159343,neutral,2024-06-24
644,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Bei keinem Verkehrsträger ist schlechter Zustand von #Infrastruktur zu akzeptieren. Wir müssen Straße & Schiene sanieren. Gut & richtig, dass wir so viel sanieren wie nie zuvor! Wichtig: Mehr Verlässlichkeit bei Finanzierung für niedrigere Baupreise!",2024-06-29 06:04:02.648,-2.5266277772555785,neutral,2024-06-24
645,11004703,Anke Domscheit-Berg,1968-02-17,weiblich,Die LINKE,2024-02-02,2025-03-25,Publizistin,58.0,Oberhavel - Havelland II,Landesliste,anke.domscheit-berg.de,"die #Präsidentendebatte in den #USA zeigte plastisch, wie ungebremster #Kapitalismus die Demokratie strukturell zerstört. Ohne den extremen Einfluss von Geld u Lobby wären weder Millionär #Biden noch Milliardär #Trump jetzt Kandidaten. Trump als 47. Präsident wird die US- #Demokratie vorr. beenden.",2024-06-29 08:20:04.265,-4.314504920507031,neutral,2024-06-24
646,11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,"Arbeits- und Fachkräftekongress „Land der Chancen“ - in meinem Workshop haben wir die toxische Debatte um das #Bürgergeld hinter uns gelassen und unaufgeregt diskutiert, welche Unterstützung langzeitarbeitslose Menschen brauchen. War gut!",2024-06-29 08:46:31.053,2.978583776886642,positive,2024-06-24
647,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,Präsident Macron ist schon jetzt geschwächt und wird durch die Wahlen noch isolierter werden. Unter einer Regierung des Rassemblement National oder in Abwesenheit einer parlamentarischen Mehrheit wird Frankreichs Einfluss auch international schwinden. Umso mehr kommt es auf Deutschland an!,2024-06-29 10:44:21.780,-6.052144451755164,negative,2024-06-24
648,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Der größte Freundschaftsdienst heißt Ehrlichkeit. Hoffentlich hat Joe Biden einen guten Freund.,2024-06-29 11:45:17.333,5.1651920225979815,positive,2024-06-24
649,11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,"Das was der Bundesfinanzminister da macht, hat mit staatspolitischer Verantwortung aber gar nichts mehr zu tun. #Tiefpunkt .de",2024-06-29 11:53:08.356,-2.1288851811404848,neutral,2024-06-24
650,11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2021-10-26,2025-03-25,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,"Wenn Alice #Weidel sagt, dass die Ukraine nicht zu Europa gehört, dann gehört die AfD nicht zu Deutschland. #AfDParteitag",2024-06-29 12:30:03.118,-2.197867190643016,neutral,2024-06-24
651,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Wichtiger Tag für den Standort Mit Inkrafttreten des Net Zero Industry Acts stärken wir grüne Technologien und ihre Produktion in Europa. Unsere Ziele sind ambitioniert, bis 2030 sollen 40% unseres Bedarfs aus europäischer Produktion kommen. Aber gerade das ist eine Ansage für unsere KMUs. 1/2",2024-06-29 12:41:08.179,-0.2357337281900577,neutral,2024-06-24
652,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Als Zulieferer wie als innovative Entwickler sind sie gefragt. Investitionsentscheidungen, Wettbewerb und gute Jobs - so erhalten wir unseren Wohlstand. Europas Volkswirtschaften können dauerhaft profitieren, in nicht gerade leichten Zeiten. 2/2",2024-06-29 12:41:27.035,1.078551377405899,neutral,2024-06-24
653,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,"Angesichts der französischen Wahlen kommt es mehr denn je auf Deutschland an. Schluss mit deutschen Sonderwegen in der EU! Deutschland hat eine unersetzbare Führungsrolle in Europa, die wir endlich wahrnehmen müssen. Wir haben Krieg in Europa. Wenn wir nicht aufwachen, bleibt er.",2024-06-29 13:47:15.675,-5.306650235125918,negative,2024-06-24
654,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Danke für die Einladung .bsky.social .bsky.social zum Austausch mit & Zivilgesellschaft und Politik zur Zukunft unseres gemeinsamen Grenzflusses. Toll zu sehen, wie viele engagierte Menschen sich hier versammeln und für den Schutz der Oder einsetzen. #SaveOder",2024-06-29 16:50:46.588,5.085624563759607,positive,2024-06-24
655,11004848,Sören Pellmann,1977-02-11,männlich,Die LINKE,2024-02-02,2025-03-25,Grund- und Förderschullehrer,153.0,Leipzig II,Direktwahl,pellmann.dielinkebt.de,"Der Finanzminister sollte sich ich-hasse-arme-Menschen-Minister nennen. Statt schwarze Null einzustampfen und zu sanieren, will er Menschen, die aufs 49€ Ticket angewiesen sind dafür zur Kasse bitten. #Deutschlandticket #Bahn #Preis #DB #Haushalt #Infrastruktur #Mobilität #Lindner #Armut #dieLinke",2024-06-29 16:55:13.123,-5.072403657390516,negative,2024-06-24
656,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Dieses Wochenende findet unser grünes Familientreffen hier in NRW statt: Die #Landesdelegiertenkonferenz. Und wie in jeder Familie gibt es auch bei uns jede Menge zu besprechen, zu diskutieren, zu streiten und zu entscheiden.",2024-06-29 18:09:52.939,1.5102599210162504,neutral,2024-06-24
657,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Die vergangene Europawahl & die anstehende Bundestagswahl bieten uns viele Möglichkeiten zur Reflexion & zur Zielsetzung. Jetzt ist die Zeit, unsere Erfolge und Rückschläge zu analysieren, unsere Herausforderungen zu identifizieren und unsere Strategien für die Zukunft zu planen.",2024-06-29 18:10:15.213,-0.5366727391235055,neutral,2024-06-24
658,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Ich wünsche uns allen spannende und produktive zwei Tage voller guter Gespräche und wegweisender Entscheidungen.,2024-06-29 18:10:28.768,5.563945487860055,positive,2024-06-24
659,11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,Am Ende ist der Einzug ins Viertelfinale doch nicht ins Wasser gefallen! Leistung auch bei Extremwetter #GERDEN,2024-06-29 22:04:04.572,3.1142214936320176,positive,2024-06-24
660,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Bonjour la France! Europa hofft, dass Du heute Freiheit, Gleichheit und Brüderlichkeit wählst.",2024-06-30 06:46:51.795,4.283540433047113,positive,2024-06-24
661,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98.0,Rhein-Sieg-Kreis II,Direktwahl,nroettgen.bsky.social‬,"Die amerikanische TV-Debatte war ein Desaster. Die Demokraten sind in der Verantwortung, ihren Kandidaten zu wechseln, um die Wahl zu gewinnen. Wir müssen uns auf eine Schwächung im Herzen der westlichen Welt vorbereiten, die von Krieg und Revisionismus bedroht wird.",2024-06-30 08:53:49.256,-6.124073090897591,negative,2024-06-24
662,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Ich kann das Gerede vom Widerspruch zwischen Landwirtschaft und Naturschutz nicht mehr hören. Landwirtschaft ist nur dann möglich, wenn die natürlichen Lebensgrundlagen intakt sind. Ohne Natur ist alles nichts.",2024-06-30 12:18:06.229,-6.156019882309137,negative,2024-06-24
663,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Der Unterschied der pünktlichen, sauberen, zuverlässigen Schweizer Bahn zur deutschen Chaos-Bahn lässt sich in einem Wort zusammenfassen: Investition. t.co/Bvp4OWIl5k",2024-06-30 12:18:44.957,-0.12590008458904578,neutral,2024-06-24
664,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Die Verhandlungen über den Bundeshaushalt gehen in die entscheidende Woche. Kompromisse sind nötig, aber das Land darf nicht ökologisch und sozial kaputt gespart werden. Auch nicht um den Preis des Machterhalts.",2024-06-30 12:38:26.999,-3.1248470878657812,neutral,2024-06-24
665,11004267,Saskia Esken,1961-08-28,weiblich,SPD,2021-10-26,2025-03-25,staatl. geprüfte Informatikerin,280.0,Calw,Landesliste,eskensaskia.bsky.social,"Ich hab dem Comic-Magazin Comiscoscop ein Interview gegeben. Hier erfahrt ihr, was mich neben den Simpsons mit Loriot, F.K. Waechter, Marie Marcks, Gerhard Seyfried, Ralf König, der TITANIC und vielen anderen verbindet … und mehr.",2024-06-30 15:01:36.022,0.6580187631126866,neutral,2024-06-24
666,11005113,Laura Kraft,1990-12-01,weiblich,Grünen,2021-10-26,2025-03-25,Literaturwissenschaftlerin,148.0,Siegen-Wittgenstein,Landesliste,laurakraft.bsky.social,Vielen Dank für die spannenden Einblicke und den Austausch! Es war mir eine Freude und das .bsky.social ist immer wieder einen Besuch wert! Derzeit ist dort z.B. die Ausstellung „Kafkas Echo“ zu sehen. Ein echtes Highlight! #Kafka #Archiv #Marbach,2024-06-30 15:38:07.005,5.079261448001973,positive,2024-06-24
667,11004267,Saskia Esken,1961-08-28,weiblich,SPD,2021-10-26,2025-03-25,staatl. geprüfte Informatikerin,280.0,Calw,Landesliste,eskensaskia.bsky.social,Hast Du den Begriff whataboutism schon mal gehört?,2024-06-30 16:28:09.422,-0.10644015221237685,neutral,2024-06-24
668,11004267,Saskia Esken,1961-08-28,weiblich,SPD,2021-10-26,2025-03-25,staatl. geprüfte Informatikerin,280.0,Calw,Landesliste,eskensaskia.bsky.social,Du meinst Mauerbienen und Taufliegen?,2024-06-30 16:29:45.433,-0.04105921554853632,neutral,2024-06-24
669,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Das gestrige Wahlergebnis in Frankreich zeigt, dass Neuwahlen nur die extreme Rechte stärken. Die Bundesregierung sollte deshalb aufhören zu streiten und die Probleme des Landes lösen. Dafür brauchen wir einen Haushalt, der Investitionen in Klima, Soziales, Infrastruktur erlaubt.",2024-07-01 05:20:07.941,-3.55673388808915,neutral,2024-07-01
670,11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de,Ich hätte hier 230 Millionen Euro für wichtige Brückensanierungen zu vergeben: #StopptA33Nord,2024-07-01 07:02:59.423,-0.9126543060427804,neutral,2024-07-01
671,11004848,Sören Pellmann,1977-02-11,männlich,Die LINKE,2024-02-02,2025-03-25,Grund- und Förderschullehrer,153.0,Leipzig II,Direktwahl,pellmann.dielinkebt.de,"Nach der erfolgreichen Wahl in den neuen Leipziger Stadtrat nehme ich dieses Mandat an. Es gibt noch eine Menge in Leipzig zu erledigen: für unsere Stadt, für eine starke Linke und standhaft bleiben gegen den Rechtsruck.",2024-07-01 07:08:44.808,0.5245352019366362,neutral,2024-07-01
672,11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de,"Heute tritt das #Klimaanpassungsgesetz in Kraft. Es sorgt dafür, dass wir auf Hitze, Dürre & Überschwemmungen vorbereitet sind. Dazu mildert gezielte Klimaanpassung langfristig wirtschaftliche Folgen der Klimaerhitzung ab. Für Umwelt, Gesundheit, Sicherheit & Wohlstand.",2024-07-01 08:11:00.226,-0.3877830972637381,neutral,2024-07-01
673,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Der Siegeszug der Energiewende setzt sich fort. Erneuerbare Energie liefert fast 60 Prozent des Strombedarfs. Kleiner Hinweis: Vielleicht brauchen wir doch nicht ganz so viele neue Gaskraftwerke und LNG-Terminals.,2024-07-01 08:28:28.450,-1.3077112705176521,neutral,2024-07-01
674,11005145,Dr. Zoe Mayer,1995-08-07,weiblich,Grünen,2021-10-26,2025-03-25,Doktorin der Ingenieurwissenschaften (Dr.-Ing.),271.0,Karlsruhe-Stadt,Direktwahl,zoegruene.bsky.social,"Statt den Preis für das 49-Euro-Ticket in Fragen zu stellen, sollten wir uns fragen, ob wir jährliche mehrere Milliarden Euro in den Ausbau (nicht den Erhalt!) der Autobahnen investieren wollen, obwohl wir schon jetzt das dichteste Netz Europas haben. Wenn schon sparen, dann bitte richtig!",2024-07-01 09:18:22.867,-3.0626981741704244,neutral,2024-07-01
675,11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de,"Extrem rechte Akteure verbreiten absichtlich Falschmeldungen, um das Thema Vielfalt zu diskreditieren. Wichtiger ARD-faktenfinder, der rassistische Fakes und antimuslimische Hetze rund um die #EM2024 aufdeckt.",2024-07-01 09:20:16.286,-2.675323640662684,neutral,2024-07-01
