full_name,week_start,mean_sentiment_score,n_posts,week_index,birthdate,gender,faction,profession,district_number,district_name,mandate,clean_handle,age
Dr. Bettina Hoffmann,2024-08-05,2.358387669937281,2,10,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-08-12,0.600586912629338,1,11,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-08-19,-1.454283182607425,1,12,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-09-02,0.82535744871556,2,14,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-09-16,-0.21787399045416378,1,16,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-09-23,-0.41777557244179236,1,17,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-10-07,-4.40940078151699,1,19,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-10-14,-0.15230617316134515,5,20,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-10-28,-2.7026628347249857,2,22,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-11-04,-0.025836651528842236,2,23,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-11-11,1.9391400534429908,3,24,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-11-25,1.9374026606433545,2,26,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-12-02,-0.055325268767053494,3,27,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-12-09,-0.6810187022458175,2,28,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-12-16,0.2756929420401474,1,29,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2024-12-23,5.137580120180704,1,30,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,64
Dr. Bettina Hoffmann,2025-01-06,0.4490847339628559,1,32,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-01-13,-1.3054894802110886,1,33,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-01-20,0.12857752216603582,1,34,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-01-27,-2.5702476405291836,2,35,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-02-10,-1.6711313929690574,2,37,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-02-17,-1.7100653369625913,5,38,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Bettina Hoffmann,2025-03-10,0.8641925539647801,1,41,1960-01-18,weiblich,Grünen,Dipl.-Biologin,170.0,Schwalm-Eder,Landesliste,bhoffmann.bsky.social,65
Dr. Dietmar Bartsch,2024-08-19,-6.000623111582289,1,12,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,66
Dr. Dietmar Bartsch,2024-11-18,0.08931049176052304,1,25,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,66
Dr. Dietmar Bartsch,2024-12-02,-2.294055514758333,1,27,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,66
Dr. Dietmar Bartsch,2025-01-27,3.207467368809708,3,35,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-02-03,-3.796229427714155,4,36,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-02-17,5.2834403827037715,1,38,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-02-24,-1.4666292395795126,2,39,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-03-10,-6.009477228728021,1,41,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-03-17,-0.2069468650290932,1,42,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock - Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-04-28,-3.3736151619821966,5,48,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-05-05,3.3987372523917054,2,49,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-05-12,-4.458868339082142,3,50,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-05-19,-0.11356361295558068,1,51,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-05-26,0.59586786348321,2,52,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-06-02,4.996299417667536,1,53,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-06-09,-5.062362809975578,1,54,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-06-16,-3.374289990445144,3,55,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-06-23,-5.54193694888497,2,56,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-07-14,1.1000337857682032,3,59,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Dietmar Bartsch,2025-07-21,2.080974950764497,2,60,1958-03-31,männlich,Die LINKE,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬,67
Dr. Franziska Brantner,2024-05-27,-5.810579195267942,1,0,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-06-24,4.932772490215829,1,4,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-07-01,-0.3023734647097959,1,5,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-07-29,2.940003475013637,4,9,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-09-09,-5.9461187854966795,1,15,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-11-18,0.09126464130157025,8,25,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-11-25,-2.5446356515642248,10,26,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-12-02,2.292602427883854,2,27,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-12-16,-2.1460415740512855,5,29,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-12-23,0.4941522643059464,4,30,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2024-12-30,-1.0867171359791972,6,31,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,45
Dr. Franziska Brantner,2025-01-06,-0.6791158681093827,5,32,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-01-13,-2.2013148185409097,15,33,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-01-20,-3.7528236325424205,2,34,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-02-03,-2.3457779838559065,3,36,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-02-10,-3.32190660969572,5,37,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-02-17,-1.510242064898697,2,38,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-02-24,-3.3979959807002884,2,39,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-03-03,-3.506517726648387,7,40,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-03-10,-2.3216769854928865,3,41,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-03-17,-3.0885608699818,3,42,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Direktwahl,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-03-24,-0.8765455623989782,7,43,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-03-31,-2.1855642481424744,6,44,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-04-07,-1.5713898604264394,10,45,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-04-14,-1.6473851147746004,9,46,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-04-21,2.200490937808474,4,47,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-04-28,-2.2477545378165678,1,48,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-05-05,-3.285253801261727,2,49,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-05-12,5.198995728328364,1,50,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-05-19,-4.780971266691389,1,51,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-05-26,-4.953847596301616,1,52,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-06-16,-6.348088262065075,1,55,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-06-30,-5.497272462512486,2,57,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Brantner,2025-07-07,-1.1141252931753223,1,58,1979-08-24,weiblich,Grünen,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬,46
Dr. Franziska Kersten,2024-10-28,-5.219173024453156,1,22,1968-12-19,weiblich,SPD,Tierärztin,67.0,Börde - Jerichower Land,Direktwahl,franziskakersten.bsky.social‬,56
Dr. Franziska Kersten,2024-12-16,-6.519831053813467,1,29,1968-12-19,weiblich,SPD,Tierärztin,67.0,Börde - Jerichower Land,Direktwahl,franziskakersten.bsky.social‬,56
Dr. Franziska Kersten,2025-04-21,0.9323235137827712,1,47,1968-12-19,weiblich,SPD,Tierärztin,67.0,Börde – Salzlandkreis,Landesliste,franziskakersten.bsky.social‬,57
Dr. Irene Mihalic,2024-05-27,-1.4742980471548863,1,0,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-06-10,-1.9175778153094225,1,2,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-06-17,-3.547933110874858,3,3,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-06-24,-2.197867190643016,1,4,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-07-08,-5.707638601360128,1,6,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-07-29,4.934639871261269,1,9,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-08-12,-3.667526855300589,1,11,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-08-19,-2.1877464962496718,4,12,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-09-09,-3.2114165833287456,2,15,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-09-23,2.0561549541921815,2,17,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-10-07,-6.196625511169892,1,19,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-11-25,-6.298205342424821,1,26,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-12-02,-4.501128826414834,1,27,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2024-12-16,-6.3314921838074,1,29,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,48
Dr. Irene Mihalic,2025-01-13,-2.854967038180102,4,33,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-01-20,-0.490770448862734,2,34,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-02-10,-4.997913137054087,1,37,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-02-17,-2.031720893702948,1,38,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-02-24,-5.334752077369736,1,39,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-03-03,-5.647673083871534,1,40,1976-11-17,weiblich,Grünen,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-03-24,-5.944333933965236,2,43,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-03-31,-5.400229244282946,1,44,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-04-07,-5.921075411562968,1,45,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-04-14,-6.132761470544408,1,46,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-05-05,-1.7188786768342386,3,49,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-05-19,-4.233121431056087,1,51,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-06-02,-4.754081857010855,4,53,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-06-23,-1.2077558908076216,2,56,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-07-07,-5.2598981940177625,4,58,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-07-14,-1.9658354739345,1,59,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Irene Mihalic,2025-07-21,-2.2577817886679803,1,60,1976-11-17,weiblich,Grünen,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,49
Dr. Jan-Niclas Gesenhues,2024-05-27,-2.4832711298343737,2,0,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-06-03,-3.5429039313350135,2,1,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-06-17,4.450313587972182,1,3,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-07-29,4.3409937991353145,2,9,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-08-12,-1.0599220365312043,5,11,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-08-19,-0.7795838428008388,4,12,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-09-02,-0.5610879375195622,3,14,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-09-09,-0.8805466261406181,7,15,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-09-16,-2.251627996264716,3,16,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-09-23,-5.262349884569522,1,17,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-09-30,-2.4923442837797984,1,18,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-10-07,-1.6493804593587917,6,19,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-10-14,-0.36541241044090583,11,20,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-10-21,1.7416728340895486,2,21,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-10-28,2.2107381211465653,2,22,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-11-04,-0.6525346956954684,4,23,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-11-11,-1.2550543872753388,8,24,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-11-18,-0.07990425995797057,2,25,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-12-02,0.3122131510479894,9,27,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-12-09,-2.9243954715256297,3,28,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-12-16,-1.75956299787058,14,29,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2024-12-30,-0.292690408568421,8,31,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,34
Dr. Jan-Niclas Gesenhues,2025-01-06,-4.1651968922229905,8,32,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-01-13,-2.708241086012387,5,33,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-01-20,-4.693237164385304,4,34,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-01-27,-0.7214674457042509,6,35,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-02-03,-2.9642793203495614,5,36,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-02-10,-2.783482360176234,10,37,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
Dr. Jan-Niclas Gesenhues,2025-02-17,-1.0284298011083055,10,38,1990-02-12,männlich,Grünen,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,35
