,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,potential_handle
678,11005222,Melis Sekmen,1993-09-26,weiblich,Grünen,2021-10-26,2024-07-02,Studentin,275,Mannheim,Landesliste,
684,11005226,Merle Spellerberg,1996-11-13,weiblich,Grünen,2021-10-26,2025-03-25,Studentin,160,Dresden II - Bautzen II,Landesliste,merlespellerberg.bsky.social
562,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57,Uckermark - Barnim I,Landesliste,mikellner.bsky.social
728,11005298,Michael Sacher,1964-09-01,männlich,Grünen,2022-06-30,2025-03-25,Buchhändler,144,Unna I,Landesliste,michaelsacher.bsky.social
564,11005104,Misbah Khan,1989-12-04,weiblich,Grünen,2021-10-26,2025-03-25,,,,Landesliste,misbahkhan.bsky.social
702,11005245,Niklas Wagener,1998-04-16,männlich,Grünen,2021-10-26,2025-03-25,Abgeordneter,247,Aschaffenburg,Landesliste,niklaswagener.bsky.social
682,11005224,Nyke Slawik,1994-01-07,weiblich,Grünen,2021-10-26,2025-03-25,Bundestagsabgeordnete,101,Leverkusen - Köln IV,Landesliste,nykeslawik.bsky.social
96,11003881,Omid Nouripour,1975-06-18,männlich,Grünen,2021-10-26,2025-03-25,"Selbstständiger Berater (Tätigkeit ruht, solange MdB)",183,Frankfurt am Main II,Direktwahl,nouripour.bsky.social
348,11004762,Ottmar Holtz,1961-09-27,männlich,Grünen,2024-01-10,2025-03-25,Diplom-Ökonom,48,Hildesheim,Landesliste,owvonholtz.bsky.social
574,11005114,Philip Krämer,1992-02-29,männlich,Grünen,2021-10-26,2025-03-25,Kulturmanager,187,Odenwald,Landesliste,philip-kraemer.de
645,11005187,Prof. Dr. Anja Reinalter,1970-05-01,weiblich,Grünen,2021-10-26,2025-03-25,Professorin für Soziale Arbeit,292,Biberach,Landesliste,
531,11005070,Prof. Dr. Armin Grau,1959-03-18,männlich,Grünen,2021-10-26,2025-03-25,Arzt,207,Ludwigshafen/Frankenthal,Landesliste,
42,11003576,Renate Künast,1955-12-15,weiblich,Grünen,2021-10-26,2025-03-25,Rechtsanwältin,81,Berlin-Tempelhof-Schöneberg,Landesliste,renate-kuenast.de
581,11005121,Ricarda Lang,1994-01-17,weiblich,Grünen,2021-10-26,2025-03-25,Abgeordnete,269,Backnang - Schwäbisch Gmünd,Landesliste,ricardalang.bsky.social
703,11005246,Robin Wagener,1980-08-16,männlich,Grünen,2021-10-26,2025-03-25,Richter,135,Lippe I,Landesliste,robinwagener.bsky.social
532,11005071,Sabine Grützmacher,1986-01-04,weiblich,Grünen,2021-10-26,2025-03-25,"Dipl.-Sozialpädagogin, Soziologin/Pädagogin",99,Oberbergischer Kreis,Landesliste,sabinegruetzmacher.bsky.social
623,11005164,Sara Nanni,1987-05-29,weiblich,Grünen,2021-10-26,2025-03-25,Friedens- und Konfliktforscherin,107,Düsseldorf II,Landesliste,sarananni.bsky.social
621,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245,Nürnberg-Süd,Landesliste,saschamk.bsky.social
710,11005253,Saskia Weishaupt,1993-09-20,weiblich,Grünen,2021-10-26,2025-03-25,Politikwissenschaftlerin,,,Landesliste,
520,11005059,Schahina Gambir,1991-06-06,weiblich,Grünen,2021-10-26,2025-03-25,,134,Minden-Lübbecke I,Landesliste,schahinagambir.bsky.social
328,11004726,Stefan Gelbhaar,1976-07-09,männlich,Grünen,2021-10-26,2025-03-25,Rechtsanwalt,76,Berlin-Pankow,Direktwahl,
410,11004877,Stefan Schmidt,1981-05-19,männlich,Grünen,2021-10-26,2025-03-25,Lehrer,233,Regensburg,Landesliste,stefanschmidt.bsky.social
712,11005255,Stefan Wenzel,1962-05-05,männlich,Grünen,2021-10-26,2025-03-25,Agrarökonom,29,Cuxhaven - Stade II,Landesliste,stefwenzel.bsky.social
7,11002720,Steffi Lemke,1968-01-19,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Agraringenieurin,70,Dessau - Wittenberg,Landesliste,steffi-lemke.de
465,11005004,Stephanie Aeffner,1976-04-29,weiblich,Grünen,2021-10-26,2025-01-14,Diplom-Sozialarbeiterin (FH),279,Pforzheim,Landesliste,stepnieaeffner.bsky.social
608,11005149,Susanne Menge,1960-02-11,weiblich,Grünen,2021-10-26,2025-03-25,Studienrätin,27,Oldenburg - Ammerland,Landesliste,
370,11004801,Sven Lehmann,1979-12-04,männlich,Grünen,2021-10-26,2025-03-25,,94,Köln II,Direktwahl,sven-lehmann.eu
128,11004070,Sven-Christian Kindler,1985-02-14,männlich,Grünen,2021-10-26,2025-03-25,"Betriebswirt, Unternehmenscontroller",42,Stadt Hannover II,Landesliste,
611,11005152,Swantje Henrike Michaelsen,1979-10-04,weiblich,Grünen,2021-10-26,2025-03-25,Historikerin M. A.,41,Stadt Hannover I,Landesliste,
153,11004138,Tabea Rößner,1966-12-07,weiblich,Grünen,2021-10-26,2025-03-25,Journalistin,205,Mainz,Landesliste,tabearoessner.bsky.social
521,11005060,Tessa Ganserer,1977-05-16,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Ing. Wald- und Forstwirtschaft,244,Nürnberg-Nord,Landesliste,handle.invalid
716,11005259,Tina Winklmann,1980-02-26,weiblich,Grünen,2021-10-26,2025-03-25,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik,234,Schwandorf,Landesliste,
474,11005013,Tobias Bacherle,1994-10-18,männlich,Grünen,2021-10-26,2025-03-25,Student,260,Böblingen,Landesliste,tbbacherle.eu
244,11004395,Ulle Schauws,1966-04-30,weiblich,Grünen,2021-10-26,2025-03-25,Film- und Fernsehwissenschaftlerin,114,Krefeld II - Wesel II,Landesliste,ulleschauws.bsky.social
125,11004066,Uwe Kekeritz,1953-10-09,männlich,Grünen,2024-12-02,2025-03-25,Diplomvolkswirt,243,Fürth,Landesliste,
51,11003620,Albert Rupprecht,1968-06-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Volkswirt,235,Weiden,Direktwahl,
255,11004415,Albert Stegemann,1976-03-09,männlich,CDU/CSU,2021-10-26,2025-03-25,Landwirtschaftsmeister,31,Mittelems,Direktwahl,
32,11003516,Alexander Dobrindt,1970-06-07,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Soziologe,226,Weilheim,Direktwahl,marcusphoenix.bsky.social
511,11005050,Alexander Engelhard,1972-09-26,männlich,CDU/CSU,2021-10-26,2025-03-25,"Müller, Dipl.-Wirtschaftsingenieur (FH)",255,Neu-Ulm,Direktwahl,
734,11005304,Alexander Föhr,1980-08-01,männlich,CDU/CSU,2023-03-01,2025-03-25,Leitender Angestellter,274,Heidelberg,Landesliste,
206,11004304,Alexander Hoffmann,1975-03-06,männlich,CDU/CSU,2021-10-26,2025-03-25,Jurist,249,Main-Spessart,Direktwahl,raahoff.bsky.social
234,11004383,Alexander Radwan,1964-08-30,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,223,Bad Tölz-Wolfratshausen - Miesbach,Direktwahl,
435,11004917,Alexander Throm,1968-09-08,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,267,Heilbronn,Direktwahl,
235,11004384,Alois Rainer,1965-01-07,männlich,CDU/CSU,2021-10-26,2025-03-25,Metzgermeister,231,Straubing,Direktwahl,
219,11004342,Andrea Lindholz,1970-09-25,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwältin, Fachanwältin für Familienrecht",247,Aschaffenburg,Direktwahl,
75,11003780,Andreas Jung,1975-05-13,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,287,Konstanz,Direktwahl,andreas-jung.com
142,11004108,Andreas Mattfeldt,1969-09-28,männlich,CDU/CSU,2021-10-26,2025-03-25,Industriekaufmann,34,Osterholz - Verden,Direktwahl,
211,11004323,Anja Karliczek,1971-04-29,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Kauffrau, Hotelfachfrau, Bankkauffrau",128,Steinfurt III,Direktwahl,
554,11005093,Anne Janssen,1982-08-31,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Krankenschwester, Lehrerin",26,Friesland - Wilhelmshaven - Wittmund,Landesliste,
570,11005110,Anne König,1984-12-04,weiblich,CDU/CSU,2021-10-26,2025-03-25,Gesamtschulrektorin,126,Borken II,Direktwahl,
26,11003259,Annette Widmann-Mauz,1966-06-13,weiblich,CDU/CSU,2021-10-26,2025-03-25,,290,Tübingen,Direktwahl,
119,11004056,Ansgar Heveling,1972-07-03,männlich,CDU/CSU,2021-10-26,2025-03-25,Ministerialbeamter (Oberregierungsrat a. D.),110,Krefeld I - Neuss II,Direktwahl,
56,11003646,Antje Tillmann,1964-08-28,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Dipl. Finanzwirtin, Steuerberaterin",193,Erfurt - Weimar - Weimarer Land II,Landesliste,
6,11002718,Armin Laschet,1961-02-18,männlich,CDU/CSU,2021-10-26,2025-03-25,Ministerpräsident a. D.,,,Landesliste,
61,11003706,Artur Auernhammer,1963-03-09,männlich,CDU/CSU,2021-10-26,2025-03-25,Landwirtschaftsmeister,241,Ansbach,Direktwahl,
312,11004699,Astrid Damerow,1958-03-30,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Bankkauffrau, Business Coach",2,Nordfriesland - Dithmarschen Nord,Direktwahl,
259,11004425,Astrid Timmermann-Fechter,1963-06-22,weiblich,CDU/CSU,2021-10-26,2025-03-25,Bundestagsabgeordnete,118,Mülheim - Essen I,Landesliste,
131,11004073,Axel Knoerig,1967-03-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Kommunal- und Politikwissenschaftler,33,Diepholz - Nienburg I,Direktwahl,
381,11004829,Axel Müller,1963-07-24,männlich,CDU/CSU,2021-10-26,2025-03-25,Vorsitzender Richter am Landgericht a. D.,294,Ravensburg,Direktwahl,
372,11004806,Bernhard Loos,1955-07-30,männlich,CDU/CSU,2021-10-26,2025-03-25,Unternehmer,217,München-Nord,Direktwahl,
446,11004934,Bettina Margarethe Wiesmann,1966-10-20,weiblich,CDU/CSU,2024-01-26,2025-03-25,Unternehmensberaterin,183,Frankfurt am Main II,Landesliste,
420,11004893,Björn Simon,1981-05-18,männlich,CDU/CSU,2021-10-26,2025-03-25,"Politologe, Magister Artium (M.A.)",185,Offenbach,Direktwahl,
215,11004332,Carsten Körber,1979-06-11,männlich,CDU/CSU,2021-10-26,2025-03-25,"Betriebswirt, Politikwissenschaftler",165,Zwickau,Landesliste,
84,11003815,Carsten Müller,1970-05-08,männlich,CDU/CSU,2021-10-26,2025-03-25,"Bankkaufmann, Rechtsanwalt",50,Braunschweig,Landesliste,cwmsoils.bsky.social
655,11005198,Catarina Santos Firnhaber,1994-07-08,weiblich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwältin,88,Aachen II,Landesliste,
195,11004286,Christian Haase,1966-05-06,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Verwaltungswirt,136,Höxter - Gütersloh III - Lippe II,Direktwahl,homegrownhuman.bsky.social
98,11003890,Christian Hirte,1976-05-23,männlich,CDU/CSU,2021-10-26,2025-03-25,"Rechtsanwalt, Fachanwalt für Steuerrecht",190,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis,Landesliste,
55,11003639,Christian Stetten,1970-07-24,männlich,CDU/CSU,2021-10-26,2025-03-25,selbständiger Kaufmann,268,Schwäbisch Hall - Hohenlohe,Direktwahl,
692,11005235,Christina Stumpp,1987-11-16,weiblich,CDU/CSU,2021-10-26,2025-03-25,Verwaltungswirtin und Steuerrechtlerin LL.B.,264,Waiblingen,Direktwahl,
440,11004926,Christoph Vries,1974-12-04,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Soziologe, ltd. Angestellter",18,Hamburg-Mitte,Landesliste,
50,11003613,Daniela Raab,1975-07-07,weiblich,CDU/CSU,2021-10-26,2025-03-25,Juristin,222,Rosenheim,Direktwahl,
157,11004152,Detlef Seif,1962-08-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,92,Euskirchen - Rhein-Erft-Kreis II,Direktwahl,
690,11005233,Diana Stöcker,1970-05-19,weiblich,CDU/CSU,2021-10-26,2024-06-02,Bürgermeisterin,282,Lörrach - Müllheim,Direktwahl,
159,11004168,Dieter Stier,1964-06-29,männlich,CDU/CSU,2021-10-26,2025-03-25,"Zootechniker/Mechanisator, Dipl.-Ing.agr., Pferdewirtschaftsmeister",73,Burgenland - Saalekreis,Direktwahl,
145,11004113,Dietrich Monstadt,1957-09-15,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,12,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,Landesliste,
47,11003586,Dorothee Mantel,1978-04-19,weiblich,CDU/CSU,2021-10-26,2025-03-25,Diplom-Politologin,248,Bad Kissingen,Direktwahl,
218,11004339,Dr. Andreas Lenz,1981-04-23,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Betriebswirt (FH),213,Erding - Ebersberg,Direktwahl,
265,11004440,Dr. Anja Weisgerber,1976-03-11,weiblich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwältin,250,Schweinfurt,Direktwahl,
374,11004814,Dr. Astrid Mannes,1967-01-02,weiblich,CDU/CSU,2024-01-26,2025-03-25,"Historikerin, Politikwissenschaftlerin",186,Darmstadt,Landesliste,
301,11004684,Dr. Carsten Brodesser,1967-09-05,männlich,CDU/CSU,2021-10-26,2025-03-25,Ltd. Angestellter,99,Oberbergischer Kreis,Direktwahl,
137,11004098,Dr. Carsten Linnemann,1977-08-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Volkswirt,137,Paderborn,Direktwahl,
662,11005205,Dr. Christiane Schenderlein,1981-10-17,weiblich,CDU/CSU,2021-10-26,2025-03-25,Politikwissenschaftlerin,151,Nordsachsen,Landesliste,
397,11004854,Dr. Christoph Ploß,1985-07-19,männlich,CDU/CSU,2021-10-26,2025-03-25,Historiker,21,Hamburg-Nord,Landesliste,
213,11004327,Dr. Georg Kippels,1959-09-21,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,91,Rhein-Erft-Kreis I,Direktwahl,
16,11003124,Dr. Hans-Peter Friedrich,1957-03-10,männlich,CDU/CSU,2021-10-26,2025-03-25,"Vizepräsident DBT a. D., Rechtsanwalt",239,Hof,Direktwahl,
207,11004305,Dr. Hendrik Hoppenstedt,1972-06-14,männlich,CDU/CSU,2021-10-26,2025-03-25,"Jurist, Staatsminister a. D., Bürgermeister a. D.",43,Hannover-Land I,Landesliste,
431,11004912,Dr. Hermann-Josef Tebroke,1964-01-19,männlich,CDU/CSU,2021-10-26,2025-03-25,"Diplom-Betriebswirt, Landrat a.D.",100,Rheinisch-Bergischer Kreis,Direktwahl,
530,11005069,Dr. Ingeborg Gräßle,1961-03-02,weiblich,CDU/CSU,2021-10-26,2025-03-25,Journalistin,269,Backnang - Schwäbisch Gmünd,Direktwahl,
138,11004100,Dr. Jan-Marco Luczak,1975-10-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,81,Berlin-Tempelhof-Schöneberg,Landesliste,
164,11004182,Dr. Johann Wadephul,1963-02-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,4,Rendsburg-Eckernförde,Landesliste,
524,11005063,Dr. Jonas Geissler,1984-06-05,männlich,CDU/CSU,2021-10-26,2025-03-25,Regierungsrat a. D.,238,Coburg,Direktwahl,
217,11004337,Dr. Katja Leikert,1975-03-03,weiblich,CDU/CSU,2021-10-26,2025-03-25,Politikwissenschaftlerin,180,Hanau,Landesliste,
714,11005257,Dr. Klaus Wiener,1962-08-21,männlich,CDU/CSU,2021-10-26,2025-03-25,Volkswirt,104,Mettmann I,Direktwahl,
711,11005254,Dr. Maria-Lena Weiss,1981-04-04,weiblich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwältin,285,Rottweil - Tuttlingen,Direktwahl,
643,11005185,Dr. Markus Reichel,1968-07-15,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Mathematiker, Geschäftsführer",159,Dresden I,Direktwahl,
494,11005033,Dr. Marlon Bröhr,1974-04-03,männlich,CDU/CSU,2021-10-26,2025-03-25,"Zahnarzt, Landrat a. D.",200,Mosel/Rhein-Hunsrück,Direktwahl,
640,11005182,Dr. Martin Plum,1982-02-26,männlich,CDU/CSU,2021-10-26,2025-03-25,Richter a. D.,111,Viersen,Direktwahl,
143,11004110,Dr. Mathias Middelberg,1964-12-14,männlich,CDU/CSU,2021-10-26,2025-03-25,Volljurist,39,Stadt Osnabrück,Landesliste,
8,11002733,Dr. Michael Meister,1961-06-09,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Mathematiker,188,Bergstraße,Direktwahl,
12,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,98,Rhein-Sieg-Kreis II,Direktwahl,
701,11005244,Dr. Oliver Vogt,1977-07-15,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Physiker, Gymnasiallehrer",134,Minden-Lübbecke I,Landesliste,
566,11005106,Dr. Ottilie Klein,1984-02-14,weiblich,CDU/CSU,2021-10-26,2025-03-25,Abteilungsdirektorin,75,Berlin-Mitte,Landesliste,
3,11001772,Dr. Peter Ramsauer,1954-02-10,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Kaufmann, Müllermeister",225,Traunstein,Direktwahl,
105,11004018,Dr. Reinhard Brandl,1977-08-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Wirtschaftsingenieur,216,Ingolstadt,Direktwahl,
216,11004336,Dr. Silke Launert,1976-12-27,weiblich,CDU/CSU,2021-10-26,2025-03-25,Richterin am Landgericht a. D.,237,Bayreuth,Direktwahl,
201,11004294,Dr. Stefan Heck,1982-08-18,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,171,Marburg,Landesliste,
124,11004065,Dr. Stefan Kaufmann,1969-08-21,männlich,CDU/CSU,2024-01-04,2025-03-25,Rechtsanwalt,258,Stuttgart I,Landesliste,
622,11005163,Dr. Stefan Nacke,1976-01-27,männlich,CDU/CSU,2021-10-26,2025-03-25,"Soziologe, Sozialethiker",129,Münster,Landesliste,
396,11004853,Dr. Stephan Pilsinger,1987-02-17,männlich,CDU/CSU,2021-10-26,2025-03-25,Hausarzt,220,München-West/Mitte,Direktwahl,
113,11004038,Dr. Thomas Gebhart,1971-12-20,männlich,CDU/CSU,2021-10-26,2025-03-25,"Magister (Politikwissenschaft, Betriebswirtschaftslehre)",211,Südpfalz,Landesliste,
261,11004427,Dr. Volker Ullrich,1975-10-14,männlich,CDU/CSU,2021-10-26,2025-03-25,"Jurist, Dipl.-Kaufmann",252,Augsburg-Stadt,Direktwahl,
254,11004414,Dr. Wolfgang Stefinger,1985-04-20,männlich,CDU/CSU,2021-10-26,2025-03-25,Betriebswirt,218,München-Ost,Direktwahl,
496,11005035,Dr. Yannick Bury,1990-03-11,männlich,CDU/CSU,2021-10-26,2025-03-25,Volkswirt,283,Emmendingen - Lahr,Direktwahl,
95,11003865,Elisabeth Winkelmeier-Becker,1962-09-15,weiblich,CDU/CSU,2021-10-26,2025-03-25,Richterin,97,Rhein-Sieg-Kreis I,Direktwahl,
270,11004452,Emmi Zeulner,1987-03-27,weiblich,CDU/CSU,2021-10-26,2025-03-25,Examinierte Gesundheits-und Krankenpflegerin,240,Kulmbach,Direktwahl,
33,11003525,Enak Ferlemann,1963-07-12,männlich,CDU/CSU,2021-10-26,2025-03-25,Geschäftsführer,29,Cuxhaven - Stade II,Landesliste,
208,11004311,Erich Irlstorfer,1970-05-27,männlich,CDU/CSU,2021-10-26,2025-03-25,Bürokaufmann,214,Freising,Direktwahl,
154,11004139,Erwin Rüddel,1955-12-21,männlich,CDU/CSU,2021-10-26,2025-02-03,Diplom-Betriebswirt,197,Neuwied,Direktwahl,
529,11005068,Fabian Gramling,1987-04-05,männlich,CDU/CSU,2021-10-26,2025-03-25,Bundestagsabgeordneter,266,Neckar-Zaber,Direktwahl,
414,11004883,Felix Schreiner,1986-01-29,männlich,CDU/CSU,2021-10-26,2025-03-25,,288,Waldshut,Direktwahl,
116,11004048,Florian Hahn,1974-03-14,männlich,CDU/CSU,2021-10-26,2025-03-25,MdB,221,München-Land,Direktwahl,
619,11005160,Florian Müller,1987-09-14,männlich,CDU/CSU,2021-10-26,2025-03-25,Strategiereferent,149,Olpe - Märkischer Kreis I,Direktwahl,florianmue.bsky.social
227,11004366,Florian Oßner,1980-07-05,männlich,CDU/CSU,2021-10-26,2025-03-25,MdB,228,Landshut,Direktwahl,
548,11005087,Franziska Hoppermann,1982-01-08,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Senatsdirektorin, Dipl.-Kauffrau",22,Hamburg-Wandsbek,Landesliste,
9,11002735,Friedrich Merz,1955-11-11,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,147,Hochsauerlandkreis,Direktwahl,herzstattmerz.bsky.social
194,11004285,Fritz Güntzler,1966-05-06,männlich,CDU/CSU,2021-10-26,2025-03-25,"Wirtschaftsprüfer, Steuerberater",53,Göttingen,Landesliste,
31,11003514,Gitta Connemann,1964-05-10,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Verkäuferin, Volljuristin",25,Unterems,Direktwahl,
40,11003573,Gunther Krichbaum,1964-05-04,männlich,CDU/CSU,2021-10-26,2025-03-25,Wirtschaftsjurist,279,Pforzheim,Direktwahl,
434,11004915,Hans-Jürgen Thies,1955-08-11,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,146,Soest,Direktwahl,
185,11004264,Hansjörg Durz,1971-07-29,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Kaufmann, Bankkaufmann",253,Augsburg-Land,Direktwahl,
106,11004019,Heike Brehmer,1962-11-05,weiblich,CDU/CSU,2021-10-26,2025-03-25,Diplom-Betriebswirtin (FH),68,Harz,Direktwahl,
86,11003821,Henning Otte,1968-10-27,männlich,CDU/CSU,2021-10-26,2025-03-25,,44,Celle - Uelzen,Direktwahl,
642,11005184,Henning Rehbaum,1973-09-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Betriebswirt (FH),130,Warendorf,Direktwahl,
187,11004269,Hermann Färber,1963-03-26,männlich,CDU/CSU,2021-10-26,2025-03-25,Landwirtschaftsmeister,263,Göppingen,Direktwahl,
4,11002666,Hermann Gröhe,1961-02-25,männlich,CDU/CSU,2021-10-26,2025-03-25,"Bundesminister a. D., Rechtsanwalt",108,Neuss I,Direktwahl,groehe.bsky.social
1,11000975,Hubert Hüppe,1956-11-03,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Verwaltungswirt,144,Unna I,Landesliste,
112,11004036,Ingo Gädechens,1960-07-30,männlich,CDU/CSU,2021-10-26,2025-03-25,Berufssoldat a. D.,9,Ostholstein - Stormarn-Nord,Landesliste,
58,11003658,Ingo Wellenreuther,1959-12-16,männlich,CDU/CSU,2024-06-10,2025-03-25,"Unternehmensberater, Vorsitzender Richter am Landgericht a. D.",271,Karlsruhe-Stadt,Landesliste,
229,11004369,Ingrid Pahlmann,1957-12-01,weiblich,CDU/CSU,2024-01-02,2025-03-25,landliche Hauswirtschaftsleiterin,45,Gifhorn - Peine,Landesliste,
221,11004352,Jan Metzler,1981-07-05,männlich,CDU/CSU,2021-10-26,2025-03-25,"Winzer, Dipl.-Betriebswirt (FH)",206,Worms,Direktwahl,
247,11004398,Jana Schimke,1979-09-06,weiblich,CDU/CSU,2021-10-26,2025-03-25,Politikwissenschaftlerin,62,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,Landesliste,
77,11003789,Jens Koeppen,1962-09-27,männlich,CDU/CSU,2021-10-26,2025-03-25,"Elektromeister, Unternehmer",57,Uckermark - Barnim I,Landesliste,
369,11004800,Jens Lehmann,1967-12-19,männlich,CDU/CSU,2021-10-26,2025-03-25,Erzieher,152,Leipzig I,Direktwahl,benniikl.bsky.social
54,11003638,Jens Spahn,1980-05-16,männlich,CDU/CSU,2021-10-26,2025-03-25,Bankkaufmann,124,Steinfurt I - Borken I,Direktwahl,gegenrechts.bsky.social
256,11004418,Johannes Steiniger,1987-06-18,männlich,CDU/CSU,2021-10-26,2025-03-25,"Gymnasiallehrer, MdB",208,Neustadt - Speyer,Direktwahl,
391,11004845,Josef Oster,1971-01-04,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",199,Koblenz,Direktwahl,
152,11004136,Josef Rief,1960-04-13,männlich,CDU/CSU,2021-10-26,2025-03-25,Landwirtschaftsmeister,292,Biberach,Direktwahl,
39,11003566,Julia Klöckner,1972-12-16,weiblich,CDU/CSU,2021-10-26,2025-03-25,"Chefredakteurin, Bundesministerin a. D.",201,Kreuznach,Landesliste,dorokloeckner.bsky.social
117,11004050,Jürgen Hardt,1963-05-30,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Volkswirt,103,Solingen - Remscheid - Wuppertal II,Landesliste,
267,11004443,Kai Whittaker,1985-04-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Wirtschaftswissenschaftler M. Sc.,273,Rastatt,Direktwahl,
424,11004901,Katrin Staffler,1981-11-04,weiblich,CDU/CSU,2021-10-26,2025-03-25,Biochemikerin,215,Fürstenfeldbruck,Direktwahl,
233,11004382,Kerstin Radomski,1974-11-01,weiblich,CDU/CSU,2021-10-26,2025-03-25,Studienrätin,114,Krefeld II - Wesel II,Landesliste,
439,11004924,Kerstin Vieregge,1976-09-06,weiblich,CDU/CSU,2021-10-26,2025-03-25,staatlich geprüfte Betriebswirtin,135,Lippe I,Landesliste,
598,11005138,Klaus Mack,1973-04-28,männlich,CDU/CSU,2021-10-26,2025-03-25,"Dipl,-Verwaltungswirt (FH)",280,Calw,Direktwahl,
27,11003264,Klaus-Peter Willsch,1961-02-28,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Volkswirt,178,Rheingau-Taunus - Limburg,Direktwahl,
463,11005002,Knut Abraham,1966-06-04,männlich,CDU/CSU,2021-10-26,2025-03-25,Diplomat,65,Elbe-Elster - Oberspreewald-Lausitz II,Landesliste,
648,11005190,Lars Rohwer,1972-02-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Bankkaufmann,160,Dresden II - Bautzen II,Direktwahl,larsrohwer.bsky.social
5,11002667,Manfred Grund,1955-07-03,männlich,CDU/CSU,2021-10-26,2025-03-25,Elektroingenieur,189,Eichsfeld - Nordhausen - Kyffhäuserkreis,Direktwahl,
291,11004673,Marc Biadacz,1979-09-03,männlich,CDU/CSU,2021-10-26,2025-03-25,Sozialwissenschaftler,260,Böblingen,Direktwahl,
337,11004744,Marc Henrichmann,1976-06-01,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,127,Coesfeld - Steinfurt II,Direktwahl,
57,11003655,Marco Wanderwitz,1975-10-10,männlich,CDU/CSU,2021-10-26,2025-03-25,Rechtsanwalt,163,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,
720,11005263,Mareike Lotte Wulf,1979-11-15,weiblich,CDU/CSU,2021-10-26,2025-03-25,Verbandsgeschäftsführerin,46,Hameln-Pyrmont - Holzminden,Landesliste,
498,11005037,Mario Czaja,1975-09-21,männlich,CDU/CSU,2021-10-26,2025-03-25,Dipl.-Betriebswirt,85,Berlin-Marzahn-Hellersdorf,Direktwahl,
