,id,full_name,birthdate,gender,party,profession,district_number,district_name,mandate,potential_handle
263,11005019,Katharina Beck,1982-04-13,weiblich,BÜNDNIS 90/DIE GRÜNEN,Unternehmensberaterin für Nachhaltigkeit,21,Hamburg-Nord,Landesliste,katharinabeck.bsky.social
96,11004263,Katharina Dröge,1984-09-16,weiblich,BÜNDNIS 90/DIE GRÜNEN,Volkswirtin,94,Köln III,Direktwahl,katharinadroege.bsky.social
8,11003132,Katrin Dagmar Göring-Eckardt,1966-05-03,weiblich,BÜNDNIS 90/DIE GRÜNEN,MdB,192,Erfurt – Weimar – Weimarer Land II,Landesliste,
385,11005242,Katrin Uhlig,1982-07-05,weiblich,BÜNDNIS 90/DIE GRÜNEN,Dipl.-Kulturwirtin,95,Bonn,Landesliste,katrinuhlig.bsky.social
308,11005095,Lamya Kaddor,1978-06-11,weiblich,BÜNDNIS 90/DIE GRÜNEN,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",114,Duisburg I,Landesliste,lamyakaddor.bsky.social
280,11005047,Leon Eckert,1995-04-09,männlich,BÜNDNIS 90/DIE GRÜNEN,Kommunalreferent,213,Freising,Landesliste,leon-eckert.de
298,11005078,Linda Heitmann,1982-08-02,weiblich,BÜNDNIS 90/DIE GRÜNEN,Geschäftsführung in der Suchtkrankenhilfe,19,Hamburg-Altona,Direktwahl,linda-altona.bsky.social
163,11004659,Lisa Badum,1983-10-02,weiblich,BÜNDNIS 90/DIE GRÜNEN,Politikwissenschaftlerin,235,Bamberg,Landesliste,lisa-badum.de
81,11004127,Lisa Paus,1968-09-19,weiblich,BÜNDNIS 90/DIE GRÜNEN,,79,Berlin-Charlottenburg-Wilmersdorf,Landesliste,lisapaus.bsky.social
90,11004243,Luise Amtsberg,1984-10-17,weiblich,BÜNDNIS 90/DIE GRÜNEN,,5,Kiel,Direktwahl,luiseamtsberg.bsky.social
264,11005022,Lukas Benner,1996-02-20,männlich,BÜNDNIS 90/DIE GRÜNEN,Jurist,86,Aachen I,Landesliste,noraschulte.bsky.social
252,11004969,Marcel Emmerich,1991-05-12,männlich,BÜNDNIS 90/DIE GRÜNEN,Wissenschaftlicher Referent,291,Ulm,Landesliste,herremmerich.bsky.social
372,11005212,Marlene Schönberger,1990-12-06,weiblich,BÜNDNIS 90/DIE GRÜNEN,Politikwissenschaftlerin (M. A.),229,Rottal-Inn,Landesliste,marleneschonberger.bsky.social
103,11004278,Matthias Gastel,1970-12-26,männlich,BÜNDNIS 90/DIE GRÜNEN,,262,Nürtingen,Landesliste,matthias-gastel.de
329,11005134,Max Lucks,1997-04-19,männlich,BÜNDNIS 90/DIE GRÜNEN,Sozialwissenschaftler (B.A.),139,Bochum I,Landesliste,
312,11005102,Michael Kellner,1977-05-08,männlich,BÜNDNIS 90/DIE GRÜNEN,Politiker,57,Uckermark – Barnim I,Landesliste,mikellner.bsky.social
314,11005104,Misbah Khan,1989-12-04,weiblich,BÜNDNIS 90/DIE GRÜNEN,,207,Neustadt – Speyer,Landesliste,misbahkhan.bsky.social
387,11005245,Niklas Wagener,1998-04-16,männlich,BÜNDNIS 90/DIE GRÜNEN,Abgeordneter,246,Aschaffenburg,Landesliste,niklaswagener.bsky.social
376,11005224,Nyke Slawik,1994-01-07,weiblich,BÜNDNIS 90/DIE GRÜNEN,Bundestagsabgeordnete,100,Leverkusen – Köln IV,Landesliste,nykeslawik.bsky.social
52,11003881,Omid Nouripour,1975-06-18,männlich,BÜNDNIS 90/DIE GRÜNEN,"Selbstständiger Berater (Tätigkeit ruht, solange MdB)",182,Frankfurt am Main II,Landesliste,nouripour.bsky.social
358,11005187,Prof. Dr. Anja Reinalter,1970-05-01,weiblich,BÜNDNIS 90/DIE GRÜNEN,Professorin für Soziale Arbeit,292,Biberach,Landesliste,
293,11005070,Prof. Dr. Armin Grau,1959-03-18,männlich,BÜNDNIS 90/DIE GRÜNEN,Arzt,206,Ludwigshafen/Frankenthal,Landesliste,
527,11005519,Rebecca Lenhard,1995-05-24,weiblich,BÜNDNIS 90/DIE GRÜNEN,IT-Beraterin,243,Nürnberg-Nord,Landesliste,rebecca-lenhard.bsky.social
324,11005121,Ricarda Lang,1994-01-17,weiblich,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete,269,Backnang – Schwäbisch Gmünd,Landesliste,ricardalang.bsky.social
388,11005246,Robin Wagener,1980-08-16,männlich,BÜNDNIS 90/DIE GRÜNEN,Richter,134,Lippe I,Landesliste,robinwagener.bsky.social
591,11005584,Sandra Stein,1986-10-22,weiblich,BÜNDNIS 90/DIE GRÜNEN,Unternehmerin,146,Hochsauerlandkreis,Landesliste,sandrastein.bsky.social
345,11005164,Sara Nanni,1987-05-29,weiblich,BÜNDNIS 90/DIE GRÜNEN,Friedens- und Konfliktforscherin,106,Düsseldorf II,Landesliste,sarananni.bsky.social
343,11005162,Sascha Müller,1970-04-24,männlich,BÜNDNIS 90/DIE GRÜNEN,Sportjournalist,244,Nürnberg-Süd,Landesliste,saschamk.bsky.social
286,11005059,Schahina Gambir,1991-06-06,weiblich,BÜNDNIS 90/DIE GRÜNEN,,133,Minden-Lübbecke I,Landesliste,schahinagambir.bsky.social
467,11005459,Simone Fischer,1979-06-24,weiblich,BÜNDNIS 90/DIE GRÜNEN,Beamtin,258,Stuttgart I,Direktwahl,simonefischer258.bsky.social
229,11004877,Stefan Schmidt,1981-05-19,männlich,BÜNDNIS 90/DIE GRÜNEN,Lehrer,232,Regensburg,Landesliste,stefanschmidt.bsky.social
2,11002720,Steffi Lemke,1968-01-19,weiblich,BÜNDNIS 90/DIE GRÜNEN,Dipl.-Agraringenieurin,70,Anhalt – Dessau – Wittenberg,Landesliste,steffi-lemke.de
204,11004801,Sven Lehmann,1979-12-04,männlich,BÜNDNIS 90/DIE GRÜNEN,,93,Köln II,Direktwahl,sven-lehmann.eu
337,11005152,Swantje Henrike Michaelsen,1979-10-04,weiblich,BÜNDNIS 90/DIE GRÜNEN,Historikerin M. A.,42,Stadt Hannover II,Landesliste,
564,11005556,Sylvia Rietenberg,1965-07-20,weiblich,BÜNDNIS 90/DIE GRÜNEN,Dipl.-Sozialarbeiterin,128,Münster,Direktwahl,
410,11005402,Tarek Al-Wazir,1971-01-03,männlich,BÜNDNIS 90/DIE GRÜNEN,Dipl.-Politologe,184,Offenbach,Landesliste,
453,11005445,Timon Dzienus,1996-05-25,männlich,BÜNDNIS 90/DIE GRÜNEN,Politikwissenschaftler,41,Stadt Hannover I,Landesliste,dzienus.bsky.social
396,11005259,Tina Winklmann,1980-02-26,weiblich,BÜNDNIS 90/DIE GRÜNEN,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik,233,Schwandorf,Landesliste,
135,11004395,Ulle Schauws,1966-04-30,weiblich,BÜNDNIS 90/DIE GRÜNEN,Film- und Fernsehwissenschaftlerin,113,Krefeld II – Wesel II,Landesliste,ulleschauws.bsky.social
440,11005432,Victoria Broßart,1992-09-24,weiblich,BÜNDNIS 90/DIE GRÜNEN,Ingenieurin,221,Rosenheim,Landesliste,victoriabrossart.bsky.social
478,11005470,Adrian Grasse,1975-01-20,männlich,CDU,"Industriekaufmann, Dipl.-Kaufmann",78,Berlin-Steglitz-Zehlendorf,Direktwahl,
142,11004415,Albert Stegemann,1976-03-09,männlich,CDU,Landwirtschaftsmeister,31,Mittelems,Direktwahl,
499,11005491,Alexander Jordan,1981-11-21,männlich,CDU,Dipl.-Ingenieur (FH) Elektrotechnik / Informationstechnik,51,Helmstedt – Wolfsburg,Direktwahl,jordanstein.bsky.social
240,11004917,Alexander Throm,1968-09-08,männlich,CDU,Rechtsanwalt,267,Heilbronn,Direktwahl,
42,11003780,Andreas Jung,1975-05-13,männlich,CDU,Rechtsanwalt,287,Konstanz,Direktwahl,andreas-jung.com
77,11004108,Andreas Mattfeldt,1969-09-28,männlich,CDU,Industriekaufmann,34,Osterholz – Verden,Direktwahl,
114,11004323,Anja Karliczek,1971-04-29,weiblich,CDU,"Dipl.-Kauffrau, Hotelfachfrau, Bankkauffrau",127,Steinfurt III,Direktwahl,
408,11005400,Anna Aeikens,1998-08-15,weiblich,CDU,Selbständige Agrarökonomin,67,Börde – Salzlandkreis,Landesliste,
307,11005093,Anne Janssen,1982-08-31,weiblich,CDU,"Krankenschwester, Lehrerin",26,Friesland – Wilhelmshaven – Wittmund,Landesliste,
319,11005110,Anne König,1984-12-04,weiblich,CDU,Gesamtschulrektorin,125,Borken II,Direktwahl,
67,11004056,Ansgar Heveling,1972-07-03,männlich,CDU,Ministerialbeamter (Oberregierungsrat a. D.),109,Krefeld I – Neuss II,Direktwahl,
1,11002718,Armin Laschet,1961-02-18,männlich,CDU,Ministerpräsident a. D.,86,Aachen I,Direktwahl,
146,11004425,Astrid Timmermann-Fechter,1963-06-22,weiblich,CDU,Bundestagsabgeordnete,117,Mülheim – Essen I,Landesliste,
71,11004073,Axel Knoerig,1967-03-01,männlich,CDU,Kommunal- und Politikwissenschaftler,33,Diepholz – Nienburg I,Direktwahl,
210,11004829,Axel Müller,1963-07-24,männlich,CDU,Vorsitzender Richter am Landgericht a. D.,294,Ravensburg,Direktwahl,
459,11005451,Bastian Ernst,1987-01-30,männlich,CDU,Betriebswirt,28,Delmenhorst – Wesermarsch – Oldenburg-Land,Direktwahl,
443,11005435,Benedikt Büdenbender,1989-07-31,männlich,CDU,Kommunikationsberater,147,Siegen-Wittgenstein,Direktwahl,
236,11004893,Björn Simon,1981-05-18,männlich,CDU,"Politologe, Magister Artium (M.A.)",184,Offenbach,Direktwahl,
571,11005563,Carl-Philipp Sassenrath,1990-02-26,männlich,CDU,"Volljurist, Ministerialbeamter",107,Neuss I,Direktwahl,
433,11005425,Caroline Bosbach,1989-11-27,weiblich,CDU,Wirtschaftswissenschaftlerin/Regulierungsmanagerin,99,Rheinisch-Bergischer Kreis,Direktwahl,
117,11004332,Carsten Körber,1979-06-11,männlich,CDU,"Betriebswirt, Politikwissenschaftler",164,Zwickau,Landesliste,
46,11003815,Carsten Müller,1970-05-08,männlich,CDU,"Bankkaufmann, Rechtsanwalt",50,Braunschweig,Landesliste,cwmsoils.bsky.social
364,11005198,Catarina Santos Firnhaber,1994-07-08,weiblich,CDU,Rechtsanwältin,87,Aachen II,Direktwahl,
105,11004286,Christian Haase,1966-05-06,männlich,CDU,Dipl.-Verwaltungswirt,135,Höxter – Gütersloh III – Lippe II,Direktwahl,homegrownhuman.bsky.social
53,11003890,Christian Hirte,1976-05-23,männlich,CDU,"Rechtsanwalt, Fachanwalt für Steuerrecht",189,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,Landesliste,
33,11003639,Christian Stetten,1970-07-24,männlich,CDU,selbständiger Kaufmann,268,Schwäbisch Hall – Hohenlohe,Direktwahl,
380,11005235,Christina Stumpp,1987-11-16,weiblich,CDU,Verwaltungswirtin und Steuerrechtlerin LL.B.,264,Waiblingen,Direktwahl,
469,11005461,Christoph Frauenpreiß,1984-11-15,männlich,CDU,Dipl.-Bankbetriebswirt (FS),29,Cuxhaven – Stade II,Direktwahl,
243,11004926,Christoph Vries,1974-12-04,männlich,CDU,"Dipl.-Soziologe, ltd. Angestellter",18,Hamburg-Mitte,Landesliste,
514,11005506,Daniel Kölbl,1993-10-29,männlich,CDU,"Bankkaufmann, Abteilungsdirektor",7,Pinneberg,Direktwahl,
479,11005471,David Gregosz,1983-10-10,männlich,CDU,Unternehmer,188,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,
84,11004152,Detlef Seif,1962-08-15,männlich,CDU,Rechtsanwalt,91,Euskirchen – Rhein-Erft-Kreis II,Direktwahl,
489,11005481,Diana Herbstreuth,1981-02-27,weiblich,CDU,Berufssoldatin,194,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
85,11004168,Dieter Stier,1964-06-29,männlich,CDU,"Zootechniker/Mechanisator, Dipl.-Ing.agr., Pferdewirtschaftsmeister",72,Burgenland – Saalekreis,Landesliste,
173,11004684,Dr. Carsten Brodesser,1967-09-05,männlich,CDU,Ltd. Angestellter,98,Oberbergischer Kreis,Direktwahl,
74,11004098,Dr. Carsten Linnemann,1977-08-10,männlich,CDU,Volkswirt,136,Paderborn,Direktwahl,
369,11005205,Dr. Christiane Schenderlein,1981-10-17,weiblich,CDU,Politikwissenschaftlerin,150,Nordsachsen,Landesliste,
221,11004854,Dr. Christoph Ploß,1985-07-19,männlich,CDU,Historiker,21,Hamburg-Nord,Direktwahl,
415,11005407,Dr. Cornell-Anette Babendererde,1971-03-01,weiblich,CDU,Historikerin,36,Harburg,Direktwahl,
554,11005546,Dr. David Preisendanz,1984-01-04,männlich,CDU,Rechtsanwalt,261,Esslingen,Direktwahl,
115,11004327,Dr. Georg Kippels,1959-09-21,männlich,CDU,Rechtsanwalt,90,Rhein-Erft-Kreis I,Direktwahl,
112,11004305,Dr. Hendrik Hoppenstedt,1972-06-14,männlich,CDU,"Jurist, Staatsminister a. D., Bürgermeister a. D.",43,Hannover-Land I,Direktwahl,
292,11005069,Dr. Ingeborg Gräßle,1961-03-02,weiblich,CDU,Journalistin,269,Backnang – Schwäbisch Gmünd,Direktwahl,
75,11004100,Dr. Jan-Marco Luczak,1975-10-02,männlich,CDU,Rechtsanwalt,80,Berlin-Tempelhof-Schöneberg,Landesliste,
87,11004182,Dr. Johann Wadephul,1963-02-10,männlich,CDU,Rechtsanwalt,4,Rendsburg-Eckernförde,Direktwahl,
594,11005587,Dr. Katja Strauss-Köster,1970-08-19,weiblich,CDU,"Bürgermeisterin (2009-2025), Dr.-Ing. Raumplanerin",138,Ennepe-Ruhr-Kreis II,Direktwahl,
394,11005257,Dr. Klaus Wiener,1962-08-21,männlich,CDU,Volkswirt,103,Mettmann I,Direktwahl,
393,11005254,Dr. Maria-Lena Weiss,1981-04-04,weiblich,CDU,Rechtsanwältin,285,Rottweil – Tuttlingen,Direktwahl,
356,11005185,Dr. Markus Reichel,1968-07-15,männlich,CDU,"Dipl.-Mathematiker, Geschäftsführer",158,Dresden I,Landesliste,
270,11005033,Dr. Marlon Bröhr,1974-04-03,männlich,CDU,"Zahnarzt, Landrat a. D.",199,Mosel/Rhein-Hunsrück,Direktwahl,
354,11005182,Dr. Martin Plum,1982-02-26,männlich,CDU,Richter a. D.,110,Viersen,Direktwahl,
78,11004110,Dr. Mathias Middelberg,1964-12-14,männlich,CDU,Volljurist,39,Stadt Osnabrück,Direktwahl,
3,11002733,Dr. Michael Meister,1961-06-09,männlich,CDU,Dipl.-Mathematiker,187,Bergstraße,Direktwahl,
6,11002765,Dr. Norbert Röttgen,1965-07-02,männlich,CDU,Rechtsanwalt,97,Rhein-Sieg-Kreis II,Direktwahl,
386,11005244,Dr. Oliver Vogt,1977-07-15,männlich,CDU,"Dipl.-Physiker, Gymnasiallehrer",133,Minden-Lübbecke I,Direktwahl,
316,11005106,Dr. Ottilie Klein,1984-02-14,weiblich,CDU,Abteilungsdirektorin,81,Berlin-Neukölln,Landesliste,
250,11004954,Dr. Saskia Ludwig,1968-05-23,weiblich,CDU,Dipl.-Kauffrau,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
516,11005508,Dr. Stefan Korbach,1958-03-16,männlich,CDU,Dipl.-Kaufmann,178,Wiesbaden,Direktwahl,
344,11005163,Dr. Stefan Nacke,1976-01-27,männlich,CDU,"Soziologe, Sozialethiker",128,Münster,Landesliste,
62,11004038,Dr. Thomas Gebhart,1971-12-20,männlich,CDU,"Magister (Politikwissenschaft, Betriebswirtschaftslehre)",210,Südpfalz,Direktwahl,
550,11005542,Dr. Thomas Pauls,1986-10-03,männlich,CDU,,176,Wetterau I,Direktwahl,
271,11005035,Dr. Yannick Bury,1990-03-11,männlich,CDU,Volkswirt,283,Emmendingen – Lahr,Direktwahl,
51,11003865,Elisabeth Winkelmeier-Becker,1962-09-15,weiblich,CDU,Richterin,96,Rhein-Sieg-Kreis I,Direktwahl,
447,11005439,Ellen Demuth,1982-07-10,weiblich,CDU,Dipl.-Betriebswirtin (FH),196,Neuwied,Direktwahl,
291,11005068,Fabian Gramling,1987-04-05,männlich,CDU,Bundestagsabgeordneter,266,Neckar-Zaber,Direktwahl,
232,11004883,Felix Schreiner,1986-01-29,männlich,CDU,,288,Waldshut,Direktwahl,
425,11005417,Florian Bilic,1994-01-10,männlich,CDU,Hauptgeschäftsführer,209,Pirmasens,Direktwahl,
342,11005160,Florian Müller,1987-09-14,männlich,CDU,Strategiereferent,148,Olpe – Märkischer Kreis I,Direktwahl,florianmue.bsky.social
544,11005536,Florian Oest,1987-08-25,männlich,CDU,Jurist und Betriebswirt,156,Görlitz,Landesliste,
302,11005087,Franziska Hoppermann,1982-01-08,weiblich,CDU,"Senatsdirektorin, Dipl.-Kauffrau",22,Hamburg-Wandsbek,Landesliste,
436,11005428,Frederik Bouffier,1990-10-07,männlich,CDU,Rechtsanwalt,172,Gießen,Direktwahl,
4,11002735,Friedrich Merz,1955-11-11,männlich,CDU,Rechtsanwalt,146,Hochsauerlandkreis,Direktwahl,herzstattmerz.bsky.social
104,11004285,Fritz Güntzler,1966-05-06,männlich,CDU,"Wirtschaftsprüfer, Steuerberater",53,Göttingen I,Direktwahl,
483,11005475,Georg Günther,1988-05-14,männlich,CDU,Dipl.-Finanzwirt (FH),15,Vorpommern-Rügen – Vorpommern-Greifswald I,Landesliste,
17,11003514,Gitta Connemann,1964-05-10,weiblich,CDU,"Verkäuferin, Volljuristin",25,Unterems,Direktwahl,
22,11003573,Gunther Krichbaum,1964-05-04,männlich,CDU,Wirtschaftsjurist,279,Pforzheim,Direktwahl,
545,11005537,Harald Orthey,1968-06-25,männlich,CDU,Betriebswirt (VWA),203,Montabaur,Direktwahl,
47,11003821,Henning Otte,1968-10-27,männlich,CDU,,44,Celle – Uelzen,Direktwahl,
355,11005184,Henning Rehbaum,1973-09-10,männlich,CDU,Dipl.-Betriebswirt (FH),129,Warendorf,Direktwahl,
578,11005570,Henri Schmidt,1983-05-07,männlich,CDU,Geschäftsführer,10,Herzogtum Lauenburg – Stormarn-Süd,Direktwahl,henrismitch.bsky.social
99,11004269,Hermann Färber,1963-03-26,männlich,CDU,Landwirtschaftsmeister,263,Göppingen,Direktwahl,
121,11004352,Jan Metzler,1981-07-05,männlich,CDU,"Winzer, Dipl.-Betriebswirt (FH)",205,Worms,Direktwahl,
552,11005544,Jan-Wilhelm Pohlmann,1986-07-31,männlich,CDU,Politik- und Verwaltungswissenschaftlicher,166,Waldeck,Direktwahl,
203,11004800,Jens Lehmann,1967-12-19,männlich,CDU,Erzieher,151,Leipzig I,Landesliste,benniikl.bsky.social
32,11003638,Jens Spahn,1980-05-16,männlich,CDU,Bankkaufmann,123,Steinfurt I – Borken I,Direktwahl,gegenrechts.bsky.social
455,11005447,Joachim Ebmeyer,1985-01-30,männlich,CDU,Volkswirt,132,Herford – Minden-Lübbecke II,Direktwahl,
565,11005557,Johannes Rothenberger,1980-08-07,männlich,CDU,Rechtsanwalt,284,Offenburg,Direktwahl,
144,11004418,Johannes Steiniger,1987-06-18,männlich,CDU,"Gymnasiallehrer, MdB",207,Neustadt – Speyer,Direktwahl,
609,11005602,Johannes Volkmann,1996-12-11,männlich,CDU,"Volkswirt, Sinologe",171,Lahn-Dill,Direktwahl,
617,11005610,Johannes Wiegelmann,1993-02-02,männlich,CDU,Rechtsanwalt,174,Main-Kinzig – Wetterau II – Schotten,Direktwahl,
619,11005612,Johannes Winkel,1991-10-28,männlich,CDU,Volljurist,106,Düsseldorf II,Direktwahl,
216,11004845,Josef Oster,1971-01-04,männlich,CDU,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",198,Koblenz,Direktwahl,
21,11003566,Julia Klöckner,1972-12-16,weiblich,CDU,"Chefredakteurin, Bundesministerin a. D.",200,Kreuznach,Direktwahl,dorokloeckner.bsky.social
65,11004050,Jürgen Hardt,1963-05-30,männlich,CDU,Dipl.-Volkswirt,102,Solingen – Remscheid – Wuppertal II,Direktwahl,
152,11004443,Kai Whittaker,1985-04-10,männlich,CDU,Wirtschaftswissenschaftler M. Sc.,273,Rastatt,Direktwahl,
128,11004382,Kerstin Radomski,1974-11-01,weiblich,CDU,Studienrätin,113,Krefeld II – Wesel II,Direktwahl,
242,11004924,Kerstin Vieregge,1976-09-06,weiblich,CDU,staatlich geprüfte Betriebswirtin,134,Lippe I,Direktwahl,
332,11005138,Klaus Mack,1973-04-28,männlich,CDU,"Dipl,-Verwaltungswirt (FH)",280,Calw,Direktwahl,
14,11003264,Klaus-Peter Willsch,1961-02-28,männlich,CDU,Dipl.-Volkswirt,177,Rheingau-Taunus – Limburg,Direktwahl,
254,11005002,Knut Abraham,1966-06-04,männlich,CDU,Diplomat,65,Elbe-Elster – Oberspreewald-Lausitz,Landesliste,
457,11005449,Lars Ehm,1976-04-09,männlich,CDU,Volljurist,121,Recklinghausen II,Direktwahl,
359,11005190,Lars Rohwer,1972-02-01,männlich,CDU,Bankkaufmann,159,Dresden II – Bautzen II,Landesliste,larsrohwer.bsky.social
430,11005422,Leif Erik Bodin,1996-06-20,männlich,CDU,Jurist,2,Nordfriesland – Dithmarschen Nord,Direktwahl,
522,11005514,Lukas Krieger,1987-11-11,männlich,CDU,Rechtsanwalt,79,Berlin-Charlottenburg-Wilmersdorf,Direktwahl,
439,11005431,Lutz Brinkmann,1975-12-27,männlich,CDU,selbstständiger Dipl.-Bauingenieur,38,Osnabrück-Land,Direktwahl,
168,11004673,Marc Biadacz,1979-09-03,männlich,CDU,Sozialwissenschaftler,260,Böblingen,Direktwahl,
189,11004744,Marc Henrichmann,1976-06-01,männlich,CDU,Rechtsanwalt,126,Coesfeld – Steinfurt II,Direktwahl,
399,11005263,Mareike Lotte Wulf,1979-11-15,weiblich,CDU,Verbandsgeschäftsführerin,46,Hameln-Pyrmont – Holzminden,Landesliste,
110,11004298,Mark Helfrich,1978-09-08,männlich,CDU,Betriebswirt,3,Steinburg – Dithmarschen Süd,Direktwahl,
116,11004331,Markus Koob,1977-12-05,männlich,CDU,,175,Hochtaunus,Direktwahl,
586,11005579,Marvin Schulz,1994-11-14,männlich,CDU,Angestellter,76,Berlin-Reinickendorf,Direktwahl,
108,11004292,Matthias Hauer,1977-12-18,männlich,CDU,Rechtsanwalt,119,Essen III,Direktwahl,matthiashauer.bsky.social
66,11004052,Mechthild Heil,1961-08-23,weiblich,CDU,Dipl.-Ing. Architektin,197,Ahrweiler,Direktwahl,
166,11004670,Melanie Bernstein,1976-09-28,weiblich,CDU,Kulturwissenschaftlerin,8,Segeberg – Stormarn-Mitte,Direktwahl,
38,11003742,Michael Brand,1973-11-19,männlich,CDU,"Angestellter, Pressesprecher",173,Fulda,Direktwahl,molcher.bsky.social
95,11004262,Michael Donth,1967-06-08,männlich,CDU,Bürgermeister a. D.,289,Reutlingen,Direktwahl,
496,11005488,Michael Hose,1984-09-28,männlich,CDU,Schulleiter/ Gymnasiallehrer,192,Erfurt – Weimar – Weimarer Land II,Landesliste,mgsing66.bsky.social
503,11005495,Nicklas Kappe,1996-11-11,männlich,CDU,Chemieingenieur,124,Bottrop – Recklinghausen III,Direktwahl,
401,11005266,Nicolas Zippelius,1987-08-01,männlich,CDU,MdB,272,Karlsruhe-Land,Direktwahl,zippelius.bsky.social
150,11004437,Nina Warken,1979-05-15,weiblich,CDU,Rechtsanwältin,276,Odenwald – Tauber,Direktwahl,
589,11005582,Nora Seitz,1984-05-10,weiblich,CDU,Fleischermeisterin,161,Chemnitz,Landesliste,
161,11004655,Norbert Maria Altenkamp,1972-07-27,männlich,CDU,Dipl.-Volkswirt,180,Main-Taunus,Direktwahl,
19,11003544,Olav Gutting,1970-10-14,männlich,CDU,"Rechtsanwalt, Fachanwalt für Erbrecht",278,Bruchsal – Schwetzingen,Direktwahl,
553,11005545,Oliver Pöpsel,1973-04-06,männlich,CDU,Versicherungsfachmann,145,Soest,Direktwahl,
559,11005551,Pascal Reddig,1995-04-10,männlich,CDU,Rechtsanwalt,179,Hanau,Direktwahl,
24,11003582,Patricia Lips,1963-12-21,weiblich,CDU,Handelsfachwirtin,186,Odenwald,Direktwahl,
82,11004146,Patrick Schnieder,1968-05-01,männlich,CDU,Bürgermeister a. D.,201,Bitburg,Direktwahl,
247,11004938,Paul Ziemiak,1985-09-06,männlich,CDU,Generalsekretär der CDU NRW,149,Märkischer Kreis II,Direktwahl,
57,11004010,Peter Beyer,1970-12-25,männlich,CDU,Rechtsanwalt,104,Mettmann II,Direktwahl,
495,11005487,Philip M. A. Hoffmann,1988-11-21,männlich,CDU,Ökonom,297,Saarlouis,Direktwahl,
162,11004656,Philipp Amthor,1992-11-10,männlich,CDU,Jurist,16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II ,Landesliste,
23,11003574,Prof. Dr. Günter Krings,1969-08-07,männlich,CDU,Jurist,108,Mönchengladbach,Direktwahl,
595,11005588,Prof. Dr. Hendrik Streeck,1977-08-07,männlich,CDU,Universitätsprofessor,95,Bonn,Direktwahl,
493,11005485,Prof. Dr. Matthias Hiller,1985-01-08,männlich,CDU,Steuerberater und Hochschullehrer,262,Nürtingen,Direktwahl,
60,11004021,Ralph Brinkhaus,1968-06-15,männlich,CDU,Steuerberater,130,Gütersloh I,Direktwahl,
70,11004068,Roderich Kiesewetter,1963-09-11,männlich,CDU,Oberst a. D. / Diplom-Kaufmann (univ.),270,Aalen – Heidenheim,Direktwahl,rodki.bsky.social
599,11005592,Roland Theis,1980-03-17,männlich,CDU,Jurist,298,St. Wendel,Direktwahl,
157,11004617,Ronja Schmitt,1989-05-03,weiblich,CDU,Volkswirtin,291,Ulm,Direktwahl,
444,11005436,Sandra Carstensen,1971-10-02,weiblich,CDU,Juristin,6,Plön – Neumünster,Direktwahl,
421,11005413,Sascha Beek,1983-06-16,männlich,CDU,Gesundheits- und Krankenpfleger,112,Wesel I,Direktwahl,
579,11005571,Sebastian Schmidt,1993-08-08,männlich,CDU,"Bankkaufmann, staatl. geprüfter Betriebswirt",9,Ostholstein – Stormarn-Nord,Direktwahl,flippedmathe.bsky.social
143,11004417,Sebastian Steineke,1973-06-19,männlich,CDU,Rechtsanwalt,56,Prignitz – Ostprignitz-Ruppin – Havelland I,Landesliste,sebastiansteineke.bsky.social
212,11004832,Sepp Müller,1989-01-22,männlich,CDU,Dipl.-Bankbetriebswirt Frankfurt School of Finance and Management,70,Anhalt – Dessau – Wittenberg,Landesliste,
294,11005072,Serap Güler,1980-07-07,weiblich,CDU,Beamtin,92,Köln I,Landesliste,serapgueler.bsky.social
172,11004681,Silvia Breher,1973-07-23,weiblich,CDU,Volljuristin,32,Cloppenburg – Vechta,Direktwahl,
268,11005030,Simone Borchardt,1967-09-11,weiblich,CDU,Gesundheitsökonomin,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Landesliste,
226,11004867,Stefan Rouenhoff,1978-12-23,männlich,CDU,,111,Kleve,Direktwahl,
58,11004011,Steffen Bilger,1979-02-16,männlich,CDU,Volljurist,265,Ludwigsburg,Direktwahl,
89,11004241,Stephan Albani,1968-06-03,männlich,CDU,Dipl.-Physiker,27,Oldenburg – Ammerland,Landesliste,
37,11003734,Thomas Bareiß,1975-02-15,männlich,CDU,Dipl.-Betriebswirt,295,Zollernalb – Sigmaringen,Direktwahl,
68,11004061,Thomas Jarzombek,1973-04-28,männlich,CDU,IT-Berater,105,Düsseldorf I,Direktwahl,
5,11002754,Thomas Rachel,1962-05-17,männlich,CDU,Politikwissenschaftler,89,Düren,Direktwahl,math-rachel.bsky.social
361,11005193,Thomas Röwekamp,1966-09-18,männlich,CDU,"Rechtsanwalt, Notar",54,Bremen I,Landesliste,
