,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,potential_handle
88,11004215,Harald Ebner,1964-07-08,männlich,Grünen,2025-03-25,,Agraringenieur,268,Schwäbisch Hall – Hohenlohe,Landesliste,ebnerharald.bsky.social
328,11005132,Helge Limburg,1982-10-25,männlich,Grünen,2025-03-25,,Dipl.-Jurist,46,Hameln-Pyrmont – Holzminden,Landesliste,helgelimburg.bsky.social
366,11005200,Jamila Schäfer,1993-04-30,weiblich,Grünen,2025-03-25,,Studentin der Soziologie,218,München-Süd,Landesliste,jamilaschaefer.bsky.social
449,11005440,Jeanne Dillschneider,1995-12-27,weiblich,Grünen,2025-03-25,,Rechtsanwältin,296,Saarbrücken,Landesliste,jeanne-marie-aline.bsky.social
391,11005248,Johannes Wagner,1991-08-01,männlich,Grünen,2025-03-25,,Arzt,237,Coburg,Landesliste,yoohannes.bsky.social
583,11005573,Julia Schneider,1990-03-05,weiblich,Grünen,2025-03-25,,Regierungsrätin a. D.,75,Berlin-Pankow,Direktwahl,jujuschneides.bsky.social
501,11005492,Julian Joswig,1993-10-14,männlich,Grünen,2025-03-25,,Wirtschaftswissenschaftler,199,Mosel/Rhein-Hunsrück,Landesliste,julianjo.bsky.social
262,11005017,Karl Bär,1985-03-13,männlich,Grünen,2025-03-25,,Agrarökonom,222,Bad Tölz-Wolfratshausen – Miesbach,Landesliste,karlbaer.bsky.social
350,11005172,Karoline Otte,1996-09-11,weiblich,Grünen,2025-03-25,,Kreisinspektorin,52,Goslar – Northeim – Göttingen II,Landesliste,
364,11005197,Kassem Taher Saleh,1993-06-01,männlich,Grünen,2025-03-25,,Bauingenieur,158,Dresden I,Landesliste,kassemtahersaleh.bsky.social
264,11005019,Katharina Beck,1982-04-13,weiblich,Grünen,2025-03-25,,Unternehmensberaterin für Nachhaltigkeit,21,Hamburg-Nord,Landesliste,katharinabeck.bsky.social
96,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2025-03-24,,Volkswirtin,94,Köln III,Direktwahl,katharinadroege.bsky.social
8,11003132,Katrin Dagmar Göring-Eckardt,1966-05-03,weiblich,Grünen,2025-03-25,,MdB,192,Erfurt – Weimar – Weimarer Land II,Landesliste,
386,11005242,Katrin Uhlig,1982-07-05,weiblich,Grünen,2025-03-25,,Dipl.-Kulturwirtin,95,Bonn,Landesliste,katrinuhlig.bsky.social
309,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2025-03-25,,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",114,Duisburg I,Landesliste,lamyakaddor.bsky.social
281,11005047,Leon Eckert,1995-04-09,männlich,Grünen,2025-03-25,,Kommunalreferent,213,Freising,Landesliste,leon-eckert.de
299,11005078,Linda Heitmann,1982-08-02,weiblich,Grünen,2025-03-25,,Geschäftsführung in der Suchtkrankenhilfe,19,Hamburg-Altona,Direktwahl,linda-altona.bsky.social
164,11004659,Lisa Badum,1983-10-02,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin,235,Bamberg,Landesliste,lisa-badum.de
81,11004127,Lisa Paus,1968-09-19,weiblich,Grünen,2025-03-25,,,79,Berlin-Charlottenburg-Wilmersdorf,Landesliste,lisapaus.bsky.social
90,11004243,Luise Amtsberg,1984-10-17,weiblich,Grünen,2025-03-25,,,5,Kiel,Direktwahl,luiseamtsberg.bsky.social
265,11005022,Lukas Benner,1996-02-20,männlich,Grünen,2025-03-25,,Jurist,86,Aachen I,Landesliste,noraschulte.bsky.social
253,11004969,Marcel Emmerich,1991-05-12,männlich,Grünen,2025-03-25,,Wissenschaftlicher Referent,291,Ulm,Landesliste,herremmerich.bsky.social
373,11005212,Marlene Schönberger,1990-12-06,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin (M. A.),229,Rottal-Inn,Landesliste,marleneschonberger.bsky.social
104,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2025-03-25,,,262,Nürtingen,Landesliste,matthias-gastel.de
330,11005134,Max Lucks,1997-04-19,männlich,Grünen,2025-03-25,,Sozialwissenschaftler (B.A.),139,Bochum I,Landesliste,
313,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2025-03-25,,Politiker,57,Uckermark – Barnim I,Landesliste,mikellner.bsky.social
315,11005104,Misbah Khan,1989-12-04,weiblich,Grünen,2025-03-25,,,207,Neustadt – Speyer,Landesliste,misbahkhan.bsky.social
388,11005245,Niklas Wagener,1998-04-16,männlich,Grünen,2025-03-25,,Abgeordneter,246,Aschaffenburg,Landesliste,niklaswagener.bsky.social
377,11005224,Nyke Slawik,1994-01-07,weiblich,Grünen,2025-03-25,,Bundestagsabgeordnete,100,Leverkusen – Köln IV,Landesliste,nykeslawik.bsky.social
52,11003881,Omid Nouripour,1975-06-18,männlich,Grünen,2025-03-25,,"Selbstständiger Berater (Tätigkeit ruht, solange MdB)",182,Frankfurt am Main II,Landesliste,nouripour.bsky.social
359,11005187,Prof. Dr. Anja Reinalter,1970-05-01,weiblich,Grünen,2025-03-25,,Professorin für Soziale Arbeit,292,Biberach,Landesliste,
294,11005070,Prof. Dr. Armin Grau,1959-03-18,männlich,Grünen,2025-03-25,,Arzt,206,Ludwigshafen/Frankenthal,Landesliste,
529,11005519,Rebecca Lenhard,1995-05-24,weiblich,Grünen,2025-03-25,,IT-Beraterin,243,Nürnberg-Nord,Landesliste,rebecca-lenhard.bsky.social
325,11005121,Ricarda Lang,1994-01-17,weiblich,Grünen,2025-03-25,,Abgeordnete,269,Backnang – Schwäbisch Gmünd,Landesliste,ricardalang.bsky.social
389,11005246,Robin Wagener,1980-08-16,männlich,Grünen,2025-03-25,,Richter,134,Lippe I,Landesliste,robinwagener.bsky.social
593,11005584,Sandra Stein,1986-10-22,weiblich,Grünen,2025-03-25,,Unternehmerin,146,Hochsauerlandkreis,Landesliste,sandrastein.bsky.social
346,11005164,Sara Nanni,1987-05-29,weiblich,Grünen,2025-03-25,,Friedens- und Konfliktforscherin,106,Düsseldorf II,Landesliste,sarananni.bsky.social
344,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2025-03-25,,Sportjournalist,244,Nürnberg-Süd,Landesliste,saschamk.bsky.social
287,11005059,Schahina Gambir,1991-06-06,weiblich,Grünen,2025-03-25,,,133,Minden-Lübbecke I,Landesliste,schahinagambir.bsky.social
468,11005459,Simone Fischer,1979-06-24,weiblich,Grünen,2025-03-25,,Beamtin,258,Stuttgart I,Direktwahl,simonefischer258.bsky.social
230,11004877,Stefan Schmidt,1981-05-19,männlich,Grünen,2025-03-25,,Lehrer,232,Regensburg,Landesliste,stefanschmidt.bsky.social
2,11002720,Steffi Lemke,1968-01-19,weiblich,Grünen,2025-03-25,,Dipl.-Agraringenieurin,70,Anhalt – Dessau – Wittenberg,Landesliste,steffi-lemke.de
205,11004801,Sven Lehmann,1979-12-04,männlich,Grünen,2025-03-25,,,93,Köln II,Direktwahl,sven-lehmann.eu
338,11005152,Swantje Henrike Michaelsen,1979-10-04,weiblich,Grünen,2025-03-25,,Historikerin M. A.,42,Stadt Hannover II,Landesliste,
566,11005556,Sylvia Rietenberg,1965-07-20,weiblich,Grünen,2025-03-25,,Dipl.-Sozialarbeiterin,128,Münster,Direktwahl,
411,11005402,Tarek Al-Wazir,1971-01-03,männlich,Grünen,2025-03-25,,Dipl.-Politologe,184,Offenbach,Landesliste,
454,11005445,Timon Dzienus,1996-05-25,männlich,Grünen,2025-03-25,,Politikwissenschaftler,41,Stadt Hannover I,Landesliste,dzienus.bsky.social
397,11005259,Tina Winklmann,1980-02-26,weiblich,Grünen,2025-03-25,,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik,233,Schwandorf,Landesliste,
136,11004395,Ulle Schauws,1966-04-30,weiblich,Grünen,2025-03-25,,Film- und Fernsehwissenschaftlerin,113,Krefeld II – Wesel II,Landesliste,ulleschauws.bsky.social
441,11005432,Victoria Broßart,1992-09-24,weiblich,Grünen,2025-03-25,,Ingenieurin,221,Rosenheim,Landesliste,victoriabrossart.bsky.social
607,11005598,Aaron Valent,1997-03-14,männlich,Die LINKE,2025-03-25,,Ausbildung zum Rechtsanwaltsfachangestellten,250,Würzburg,Landesliste,
446,11005437,Agnes Conrad,1997-10-29,weiblich,Die LINKE,2025-03-25,,Konzernbetriebsratsreferentin,249,Schweinfurt,Landesliste,
626,11005617,Anne Zerr,1993-07-21,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,289,Reutlingen,Landesliste,
439,11005430,Anne-Mieke Bremer,1991-10-31,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin,40,Nienburg II – Schaumburg,Landesliste,koffeinpiratin.dielinkebt.de
296,11005073,Ates Gürpinar,1984-09-25,männlich,Die LINKE,2025-03-25,,,221,Rosenheim,Landesliste,atesguerpinar.dielinkebt.de
48,11003824,Bodo Ramelow,1956-02-16,männlich,Die LINKE,2025-03-25,,Kaufmann,192,Erfurt – Weimar – Weimarer Land II,Direktwahl,bodoramelow.bsky.social
515,11005505,Cansin Köktürk,1993-06-13,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin,139,Bochum I,Landesliste,
548,11005538,Cansu Özdemir,1988-09-08,weiblich,Die LINKE,2025-03-25,,,,,Landesliste,cansuyavuzer.bsky.social
73,11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2025-03-25,,Dipl.-Soziologin,155,Bautzen I,Landesliste,carenlay.bsky.social
499,11005490,Cem Ince,1993-12-09,männlich,Die LINKE,2025-03-25,,Elektroniker für Automatisierungstechnik,49,Salzgitter – Wolfenbüttel,Landesliste,cembeyinizm.bsky.social
544,11005534,Charlotte Antonia Neuhäuser,1998-11-25,weiblich,Die LINKE,2025-03-25,,Studentin,136,Paderborn,Landesliste,
291,11005067,Christian Görke,1962-03-17,männlich,Die LINKE,2025-03-25,,Lehrer für Sport und Geschichte,64,Cottbus – Spree-Neiße,Landesliste,christiangoerke.dielinkebt.de
620,11005611,Christin Willnat,1986-04-03,weiblich,Die LINKE,2025-03-25,,Übersetzerin und Integrationshelferin,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
404,11005289,Clara Bünger,1986-07-04,weiblich,Die LINKE,2025-03-25,,Volljuristin,159,Dresden II – Bautzen II,Landesliste,clarabuenger.bsky.social
578,11005568,David Schliesing,1983-01-26,männlich,Die LINKE,2025-03-25,,"Schauspieldramaturg, Audioredakteur",67,Börde – Salzlandkreis,Landesliste,
420,11005411,Desiree Becker,1994-01-27,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,172,Gießen,Landesliste,
610,11005601,Donata Vogtschmidt,1998-02-24,weiblich,Die LINKE,2025-03-25,,Staatswissenschaftlerin,188,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,donatavogtschmidt.bsky.social
160,11004651,Doris Achelwilm,1976-11-30,weiblich,Die LINKE,2025-03-25,,Sprachwissenschaftlerin (M.A.),54,Bremen I,Landesliste,dorisachelwilm.bsky.social
7,11003034,Dr. Dietmar Bartsch,1958-03-31,männlich,Die LINKE,2025-03-25,,Wirtschaftswissenschaftler,14,Rostock – Landkreis Rostock II,Landesliste,
462,11005453,Dr. Fabian Fahl,1993-03-20,männlich,Die LINKE,2025-03-25,,Wissenschaftlicher Mitarbeiter,86,Aachen I,Landesliste,
0,11000756,Dr. Gregor Gysi,1948-01-16,männlich,Die LINKE,2025-03-25,,Rechtsanwalt,83,Berlin-Treptow-Köpenick,Direktwahl,
412,11005403,Dr. Michael Arndt,1964-03-18,männlich,Die LINKE,2025-03-25,,Arzt,299,Homburg,Landesliste,
584,11005575,Evelyn Schötz,1961-06-30,weiblich,Die LINKE,2025-03-25,,Altenpflegerin,245,Roth,Landesliste,
511,11005501,Ferat Koçak,1979-05-26,männlich,Die LINKE,2025-03-25,,Dipl.-Wirtschaftswissenschaftler,81,Berlin-Neukölln,Direktwahl,feratkocak.dielinkebt.de
604,11005595,Gerhard Trabert,1956-07-03,männlich,Die LINKE,2025-03-25,,,204,Mainz,Landesliste,
161,11004653,Gökay Akbulut,1982-11-16,weiblich,Die LINKE,2025-03-25,,Sozialwissenschaftlerin,275,Mannheim,Landesliste,goekayakbulut.bsky.social
358,11005186,Heidi Reichinnek,1988-04-19,weiblich,Die LINKE,2025-03-25,,pädagigische Mitarbeiterin in der Jugendhilfe,39,Stadt Osnabrück,Landesliste,heidireichinnek.dielinkebt.de
326,11005123,Ina Latendorf,1971-06-26,weiblich,Die LINKE,2025-03-25,,Juristin und Facharbeiterin für Pflanzenproduktion,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,
589,11005580,Ines Schwerdtner,1989-08-26,weiblich,Die LINKE,2025-03-25,,"Journalistin, Publizistin",85,Berlin-Lichtenberg,Direktwahl,inesschwerdtner.bsky.social
608,11005599,Isabelle Vandre,1989-07-27,weiblich,Die LINKE,2025-03-25,,Politikwissenschaftlerin,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Landesliste,isavandre.bsky.social
54,11004001,Jan Aken,1961-05-01,männlich,Die LINKE,2025-03-25,,Biologe,,,Landesliste,janvanaken.dielinkebt.de
521,11005511,Jan Köstering,1997-10-22,männlich,Die LINKE,2025-03-25,,KFZ-Mechatroniker,98,Oberbergischer Kreis,Landesliste,jan-koestering.de
436,11005427,Janina Böttger,1982-04-04,weiblich,Die LINKE,2025-03-25,,Europäische Dipl.-Verwaltungsmanagerin,71,Halle,Landesliste,
398,11005260,Janine Wissler,1981-05-23,weiblich,Die LINKE,2025-03-25,,Dipl.-Politikwissenschaftlerin,181,Frankfurt am Main I,Landesliste,janinewissler.bsky.social
435,11005426,Jorrit Bosch,1997-09-08,männlich,Die LINKE,2025-03-25,,,,,Landesliste,jorritbosch.dielinkebt.de
592,11005583,Julia-Christina Stange,1978-04-25,weiblich,Die LINKE,2025-03-25,,Fachkinderkrankenschwester,205,Worms,Landesliste,
176,11004693,Jörg Cezanne,1958-06-08,männlich,Die LINKE,2025-03-25,,"Verbandsgeschäftsführer, Soziologe",183,Groß-Gerau,Landesliste,
475,11005466,Katalin Gennburg,1984-03-05,weiblich,Die LINKE,2025-03-25,,,84,Berlin-Marzahn-Hellersdorf,Landesliste,
473,11005464,Kathrin Gebel,1997-04-05,weiblich,Die LINKE,2025-03-25,,,128,Münster,Landesliste,
466,11005457,Katrin Fey,1967-12-07,weiblich,Die LINKE,2025-03-25,,Dipl.-Sozialpädagogin,147,Siegen-Wittgenstein,Landesliste,
564,11005554,Lea Reisner,1989-03-09,weiblich,Die LINKE,2025-03-25,,Gesundheits- und Krankenpflegerin,93,Köln II,Landesliste,leali.bsky.social
168,11004672,Lorenz Gösta Beutin,1978-07-18,männlich,Die LINKE,2025-03-25,,"Historiker, Angestellter",1,Flensburg – Schleswig,Landesliste,lgbeutin.bsky.social
549,11005539,Luigi Pantisano,1979-07-28,männlich,Die LINKE,2025-03-25,,"Stadtplaner, Architekt",258,Stuttgart I,Landesliste,luigipantisano.bsky.social
498,11005489,Luke Hoß,2001-09-03,männlich,Die LINKE,2025-03-25,,,228,Passau,Landesliste,luke-hoss.de
443,11005434,Maik Brückner,1992-06-16,männlich,Die LINKE,2025-03-25,,Mediengestalter,48,Hildesheim,Landesliste,maikbrueckner.bsky.social
459,11005450,Mandy Eißing,1976-08-31,weiblich,Die LINKE,2025-03-25,,Friseurin,194,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
418,11005409,Marcel Bauer,1992-04-30,männlich,Die LINKE,2025-03-25,,Forstwirt,271,Karlsruhe-Stadt,Landesliste,emet-news-press.bsky.social
491,11005482,Mareike Hermeier,1989-08-17,weiblich,Die LINKE,2025-03-25,,Kauffrau im Großhandel,123,Steinfurt I – Borken I,Landesliste,
503,11005494,Maren Kaminski,1979-02-15,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,42,Stadt Hannover II,Landesliste,marenkaminski.dielinkebt.de
457,11005448,Mirze Edis,1972-01-01,männlich,Die LINKE,2025-03-25,,Betriebsratsmitglied,114,Duisburg I,Landesliste,
63,11004041,Nicole Gohlke,1975-11-15,weiblich,Die LINKE,2025-03-25,,Sozialwissenschaftlerin,219,München-West/Mitte,Landesliste,nicolegohlke.bsky.social
208,11004819,Pascal Meiser,1975-03-07,männlich,Die LINKE,2025-03-25,,Dipl.-Politikwissenschaftler,82,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Direktwahl,pascalmeiser.bsky.social
540,11005530,Sahra Mirow,1984-01-10,weiblich,Die LINKE,2025-03-25,,wissenschaftliche Mitarbeiterin,274,Heidelberg,Landesliste,
612,11005603,Sarah Vollath,1995-12-26,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin (FH),215,Ingolstadt,Landesliste,
613,11005604,Sascha Wagner,1980-05-23,männlich,Die LINKE,2025-03-25,,Angestellter,116,Oberhausen – Wesel III,Landesliste,saschahwagner.bsky.social
528,11005518,Sonja Lemke,1991-11-22,weiblich,Die LINKE,2025-03-25,,Informatikerin,142,Dortmund II,Landesliste,sonjalemke.dielinkebt.de
537,11005527,Stella Merendino,1994-04-08,weiblich,Die LINKE,2025-03-25,,Gesundheits- und Krankenpflegerin,74,Berlin-Mitte,Landesliste,
219,11004848,Sören Pellmann,1977-02-11,männlich,Die LINKE,2025-03-25,,Grund- und Förderschullehrer,152,Leipzig II,Direktwahl,pellmann.dielinkebt.de
535,11005525,Tamara Mazzi,1992-01-13,weiblich,Die LINKE,2025-03-25,,Lehrerin,5,Kiel,Landesliste,tamaramazzi.dielinkebt.de
603,11005594,Ulrich Thoden,1973-05-16,männlich,Die LINKE,2025-03-25,,Lehrer am Berufskolleg,127,Steinfurt III,Landesliste,ulrichthoden.bsky.social
469,11005460,Uwe Foullong,1957-09-29,männlich,Die LINKE,2025-03-25,,Dipl.-Kaufmann,124,Bottrop – Recklinghausen III,Landesliste,
476,11005467,Vinzenz Glaser,1992-08-15,männlich,Die LINKE,2025-03-25,,Sozialarbeiter,281,Freiburg,Landesliste,vinzenzglaser.dielinkebt.de
430,11005421,Violetta Bock,1987-12-11,weiblich,Die LINKE,2025-03-25,,,167,Kassel,Landesliste,
572,11005562,Zada Salihović,2000-03-28,weiblich,Die LINKE,2025-03-25,,"Kauffrau für Büromanagement, Gewerkschaftsmitarbeiterin",,,Landesliste,zadasalihovic.dielinkebt.de
479,11005470,Adrian Grasse,1975-01-20,männlich,CDU/CSU,2025-03-25,,"Industriekaufmann, Dipl.-Kaufmann",78,Berlin-Steglitz-Zehlendorf,Direktwahl,
30,11003620,Albert Rupprecht,1968-06-10,männlich,CDU/CSU,2025-03-25,,Dipl.-Volkswirt,234,Weiden,Direktwahl,
143,11004415,Albert Stegemann,1976-03-09,männlich,CDU/CSU,2025-03-25,,Landwirtschaftsmeister,31,Mittelems,Direktwahl,
18,11003516,Alexander Dobrindt,1970-06-07,männlich,CDU/CSU,2025-03-25,,Dipl.-Soziologe,225,Weilheim,Direktwahl,marcusphoenix.bsky.social
284,11005050,Alexander Engelhard,1972-09-26,männlich,CDU/CSU,2025-03-25,,"Müller, Dipl.-Wirtschaftsingenieur (FH)",254,Neu-Ulm,Direktwahl,
112,11004304,Alexander Hoffmann,1975-03-06,männlich,CDU/CSU,2025-03-25,,Jurist,248,Main-Spessart,Direktwahl,raahoff.bsky.social
500,11005491,Alexander Jordan,1981-11-21,männlich,CDU/CSU,2025-03-25,,Dipl.-Ingenieur (FH) Elektrotechnik / Informationstechnik,51,Helmstedt – Wolfsburg,Direktwahl,jordanstein.bsky.social
130,11004383,Alexander Radwan,1964-08-30,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,222,Bad Tölz-Wolfratshausen – Miesbach,Direktwahl,
241,11004917,Alexander Throm,1968-09-08,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,267,Heilbronn,Direktwahl,
131,11004384,Alois Rainer,1965-01-07,männlich,CDU/CSU,2025-03-25,,Metzgermeister,230,Straubing,Direktwahl,
121,11004342,Andrea Lindholz,1970-09-25,weiblich,CDU/CSU,2025-03-25,,"Rechtsanwältin, Fachanwältin für Familienrecht",246,Aschaffenburg,Direktwahl,
42,11003780,Andreas Jung,1975-05-13,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,287,Konstanz,Direktwahl,andreas-jung.com
77,11004108,Andreas Mattfeldt,1969-09-28,männlich,CDU/CSU,2025-03-25,,Industriekaufmann,34,Osterholz – Verden,Direktwahl,
115,11004323,Anja Karliczek,1971-04-29,weiblich,CDU/CSU,2025-03-25,,"Dipl.-Kauffrau, Hotelfachfrau, Bankkauffrau",127,Steinfurt III,Direktwahl,
409,11005400,Anna Aeikens,1998-08-15,weiblich,CDU/CSU,2025-03-25,,Selbständige Agrarökonomin,67,Börde – Salzlandkreis,Landesliste,
308,11005093,Anne Janssen,1982-08-31,weiblich,CDU/CSU,2025-03-25,,"Krankenschwester, Lehrerin",26,Friesland – Wilhelmshaven – Wittmund,Landesliste,
320,11005110,Anne König,1984-12-04,weiblich,CDU/CSU,2025-03-25,,Gesamtschulrektorin,125,Borken II,Direktwahl,
67,11004056,Ansgar Heveling,1972-07-03,männlich,CDU/CSU,2025-03-25,,Ministerialbeamter (Oberregierungsrat a. D.),109,Krefeld I – Neuss II,Direktwahl,
1,11002718,Armin Laschet,1961-02-18,männlich,CDU/CSU,2025-03-25,,Ministerpräsident a. D.,86,Aachen I,Direktwahl,
34,11003706,Artur Auernhammer,1963-03-09,männlich,CDU/CSU,2025-03-25,,Landwirtschaftsmeister,240,Ansbach,Direktwahl,
147,11004425,Astrid Timmermann-Fechter,1963-06-22,weiblich,CDU/CSU,2025-03-25,,Bundestagsabgeordnete,117,Mülheim – Essen I,Landesliste,
71,11004073,Axel Knoerig,1967-03-01,männlich,CDU/CSU,2025-03-25,,Kommunal- und Politikwissenschaftler,33,Diepholz – Nienburg I,Direktwahl,
211,11004829,Axel Müller,1963-07-24,männlich,CDU/CSU,2025-03-25,,Vorsitzender Richter am Landgericht a. D.,294,Ravensburg,Direktwahl,
460,11005451,Bastian Ernst,1987-01-30,männlich,CDU/CSU,2025-03-25,,Betriebswirt,28,Delmenhorst – Wesermarsch – Oldenburg-Land,Direktwahl,
444,11005435,Benedikt Büdenbender,1989-07-31,männlich,CDU/CSU,2025-03-25,,Kommunikationsberater,147,Siegen-Wittgenstein,Direktwahl,
237,11004893,Björn Simon,1981-05-18,männlich,CDU/CSU,2025-03-25,,"Politologe, Magister Artium (M.A.)",184,Offenbach,Direktwahl,
573,11005563,Carl-Philipp Sassenrath,1990-02-26,männlich,CDU/CSU,2025-03-25,,"Volljurist, Ministerialbeamter",107,Neuss I,Direktwahl,
434,11005425,Caroline Bosbach,1989-11-27,weiblich,CDU/CSU,2025-03-25,,Wirtschaftswissenschaftlerin/Regulierungsmanagerin,99,Rheinisch-Bergischer Kreis,Direktwahl,
118,11004332,Carsten Körber,1979-06-11,männlich,CDU/CSU,2025-03-25,,"Betriebswirt, Politikwissenschaftler",164,Zwickau,Landesliste,
46,11003815,Carsten Müller,1970-05-08,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, Rechtsanwalt",50,Braunschweig,Landesliste,cwmsoils.bsky.social
365,11005198,Catarina Santos Firnhaber,1994-07-08,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,87,Aachen II,Direktwahl,
106,11004286,Christian Haase,1966-05-06,männlich,CDU/CSU,2025-03-25,,Dipl.-Verwaltungswirt,135,Höxter – Gütersloh III – Lippe II,Direktwahl,homegrownhuman.bsky.social
53,11003890,Christian Hirte,1976-05-23,männlich,CDU/CSU,2025-03-25,,"Rechtsanwalt, Fachanwalt für Steuerrecht",189,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,Landesliste,
543,11005533,Christian Moser,1989-11-14,männlich,CDU/CSU,2025-03-25,,"Jurist, Nebenerwerbslandwirt",213,Freising,Direktwahl,christianmoser.bsky.social
33,11003639,Christian Stetten,1970-07-24,männlich,CDU/CSU,2025-03-25,,selbständiger Kaufmann,268,Schwäbisch Hall – Hohenlohe,Direktwahl,
381,11005235,Christina Stumpp,1987-11-16,weiblich,CDU/CSU,2025-03-25,,Verwaltungswirtin und Steuerrechtlerin LL.B.,264,Waiblingen,Direktwahl,
470,11005461,Christoph Frauenpreiß,1984-11-15,männlich,CDU/CSU,2025-03-25,,Dipl.-Bankbetriebswirt (FS),29,Cuxhaven – Stade II,Direktwahl,
244,11004926,Christoph Vries,1974-12-04,männlich,CDU/CSU,2025-03-25,,"Dipl.-Soziologe, ltd. Angestellter",18,Hamburg-Mitte,Landesliste,
516,11005506,Daniel Kölbl,1993-10-29,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, Abteilungsdirektor",7,Pinneberg,Direktwahl,
29,11003613,Daniela Raab,1975-07-07,weiblich,CDU/CSU,2025-03-25,,Juristin,221,Rosenheim,Direktwahl,
480,11005471,David Gregosz,1983-10-10,männlich,CDU/CSU,2025-03-25,,Unternehmer,188,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,
84,11004152,Detlef Seif,1962-08-15,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,91,Euskirchen – Rhein-Erft-Kreis II,Direktwahl,
490,11005481,Diana Herbstreuth,1981-02-27,weiblich,CDU/CSU,2025-03-25,,Berufssoldatin,194,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
85,11004168,Dieter Stier,1964-06-29,männlich,CDU/CSU,2025-03-25,,"Zootechniker/Mechanisator, Dipl.-Ing.agr., Pferdewirtschaftsmeister",72,Burgenland – Saalekreis,Landesliste,
26,11003586,Dorothee Mantel,1978-04-19,weiblich,CDU/CSU,2025-03-25,,Diplom-Politologin,247,Bad Kissingen,Direktwahl,
120,11004339,Dr. Andreas Lenz,1981-04-23,männlich,CDU/CSU,2025-03-25,,Dipl.-Betriebswirt (FH),212,Erding – Ebersberg,Direktwahl,
152,11004440,Dr. Anja Weisgerber,1976-03-11,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,249,Schweinfurt,Direktwahl,
174,11004684,Dr. Carsten Brodesser,1967-09-05,männlich,CDU/CSU,2025-03-25,,Ltd. Angestellter,98,Oberbergischer Kreis,Direktwahl,
74,11004098,Dr. Carsten Linnemann,1977-08-10,männlich,CDU/CSU,2025-03-25,,Volkswirt,136,Paderborn,Direktwahl,
370,11005205,Dr. Christiane Schenderlein,1981-10-17,weiblich,CDU/CSU,2025-03-25,,Politikwissenschaftlerin,150,Nordsachsen,Landesliste,
222,11004854,Dr. Christoph Ploß,1985-07-19,männlich,CDU/CSU,2025-03-25,,Historiker,21,Hamburg-Nord,Direktwahl,
416,11005407,Dr. Cornell-Anette Babendererde,1971-03-01,weiblich,CDU/CSU,2025-03-25,,Historikerin,36,Harburg,Direktwahl,
556,11005546,Dr. David Preisendanz,1984-01-04,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,261,Esslingen,Direktwahl,
450,11005441,Dr. Florian Dorn,1986-05-24,männlich,CDU/CSU,2025-03-25,,Volkswirt,255,Memmingen – Unterallgäu,Direktwahl,
116,11004327,Dr. Georg Kippels,1959-09-21,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,90,Rhein-Erft-Kreis I,Direktwahl,
113,11004305,Dr. Hendrik Hoppenstedt,1972-06-14,männlich,CDU/CSU,2025-03-25,,"Jurist, Staatsminister a. D., Bürgermeister a. D.",43,Hannover-Land I,Direktwahl,
453,11005444,Dr. Hülya Düber,1978-07-05,weiblich,CDU/CSU,2025-03-25,,Sozialreferentin / rechtskundige berufsmäßige Stadträtin,250,Würzburg,Direktwahl,
