id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,clean_handle
11005132,Helge Limburg,1982-10-25,männlich,Grünen,2025-03-25,,Dipl.-Jurist,46.0,Hameln-Pyrmont – Holzminden,Landesliste,helgelimburg.bsky.social
11005200,Jamila Schäfer,1993-04-30,weiblich,Grünen,2025-03-25,,Studentin der Soziologie,218.0,München-Süd,Landesliste,jamilaschaefer.bsky.social
11005440,Jeanne Dillschneider,1995-12-27,weiblich,Grünen,2025-03-25,,Rechtsanwältin,296.0,Saarbrücken,Landesliste,
11005248,Johannes Wagner,1991-08-01,männlich,Grünen,2025-03-25,,Arzt,237.0,Coburg,Landesliste,yoohannes.bsky.social
11005573,Julia Schneider,1990-03-05,weiblich,Grünen,2025-03-25,,Regierungsrätin a. D.,75.0,Berlin-Pankow,Direktwahl,
11005492,Julian Joswig,1993-10-14,männlich,Grünen,2025-03-25,,Wirtschaftswissenschaftler,199.0,Mosel/Rhein-Hunsrück,Landesliste,julianjo.bsky.social
11005017,Karl Bär,1985-03-13,männlich,Grünen,2025-03-25,,Agrarökonom,222.0,Bad Tölz-Wolfratshausen – Miesbach,Landesliste,karlbaer.bsky.social
11005172,Karoline Otte,1996-09-11,weiblich,Grünen,2025-03-25,,Kreisinspektorin,52.0,Goslar – Northeim – Göttingen II,Landesliste,
11005197,Kassem Taher Saleh,1993-06-01,männlich,Grünen,2025-03-25,,Bauingenieur,158.0,Dresden I,Landesliste,kassemtahersaleh.bsky.social
11005019,Katharina Beck,1982-04-13,weiblich,Grünen,2025-03-25,,Unternehmensberaterin für Nachhaltigkeit,21.0,Hamburg-Nord,Landesliste,katharinabeck.bsky.social
11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2025-03-24,,Volkswirtin,94.0,Köln III,Direktwahl,katharinadroege.bsky.social
11003132,Katrin Dagmar Göring-Eckardt,1966-05-03,weiblich,Grünen,2025-03-25,,MdB,192.0,Erfurt – Weimar – Weimarer Land II,Landesliste,
11005242,Katrin Uhlig,1982-07-05,weiblich,Grünen,2025-03-25,,Dipl.-Kulturwirtin,95.0,Bonn,Landesliste,katrinuhlig.bsky.social
11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2025-03-25,,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",114.0,Duisburg I,Landesliste,lamyakaddor.bsky.social
11005047,Leon Eckert,1995-04-09,männlich,Grünen,2025-03-25,,Kommunalreferent,213.0,Freising,Landesliste,leon-eckert.de
11005078,Linda Heitmann,1982-08-02,weiblich,Grünen,2025-03-25,,Geschäftsführung in der Suchtkrankenhilfe,19.0,Hamburg-Altona,Direktwahl,linda-altona.bsky.social
11004659,Lisa Badum,1983-10-02,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin,235.0,Bamberg,Landesliste,lisa-badum.de
11004127,Lisa Paus,1968-09-19,weiblich,Grünen,2025-03-25,,,79.0,Berlin-Charlottenburg-Wilmersdorf,Landesliste,lisapaus.bsky.social
11004243,Luise Amtsberg,1984-10-17,weiblich,Grünen,2025-03-25,,,5.0,Kiel,Direktwahl,luiseamtsberg.bsky.social
11005022,Lukas Benner,1996-02-20,männlich,Grünen,2025-03-25,,Jurist,86.0,Aachen I,Landesliste,noraschulte.bsky.social
11004969,Marcel Emmerich,1991-05-12,männlich,Grünen,2025-03-25,,Wissenschaftlicher Referent,291.0,Ulm,Landesliste,herremmerich.bsky.social
11005212,Marlene Schönberger,1990-12-06,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin (M. A.),229.0,Rottal-Inn,Landesliste,marleneschonberger.bsky.social
11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2025-03-25,,,262.0,Nürtingen,Landesliste,matthias-gastel.de
11005134,Max Lucks,1997-04-19,männlich,Grünen,2025-03-25,,Sozialwissenschaftler (B.A.),139.0,Bochum I,Landesliste,
11005102,Michael Kellner,1977-05-08,männlich,Grünen,2025-03-25,,Politiker,57.0,Uckermark – Barnim I,Landesliste,mikellner.bsky.social
11005104,Misbah Khan,1989-12-04,weiblich,Grünen,2025-03-25,,,207.0,Neustadt – Speyer,Landesliste,misbahkhan.bsky.social
11005245,Niklas Wagener,1998-04-16,männlich,Grünen,2025-03-25,,Abgeordneter,246.0,Aschaffenburg,Landesliste,niklaswagener.bsky.social
11005224,Nyke Slawik,1994-01-07,weiblich,Grünen,2025-03-25,,Bundestagsabgeordnete,100.0,Leverkusen – Köln IV,Landesliste,nykeslawik.bsky.social
11003881,Omid Nouripour,1975-06-18,männlich,Grünen,2025-03-25,,"Selbstständiger Berater (Tätigkeit ruht, solange MdB)",182.0,Frankfurt am Main II,Landesliste,nouripour.bsky.social
11005187,Prof. Dr. Anja Reinalter,1970-05-01,weiblich,Grünen,2025-03-25,,Professorin für Soziale Arbeit,292.0,Biberach,Landesliste,anjareinalter.bsky.social‬
11005070,Prof. Dr. Armin Grau,1959-03-18,männlich,Grünen,2025-03-25,,Arzt,206.0,Ludwigshafen/Frankenthal,Landesliste,armingrau.bsky.social‬
11005519,Rebecca Lenhard,1995-05-24,weiblich,Grünen,2025-03-25,,IT-Beraterin,243.0,Nürnberg-Nord,Landesliste,rebecca-lenhard.bsky.social
11005121,Ricarda Lang,1994-01-17,weiblich,Grünen,2025-03-25,,Abgeordnete,269.0,Backnang – Schwäbisch Gmünd,Landesliste,ricardalang.bsky.social
11005246,Robin Wagener,1980-08-16,männlich,Grünen,2025-03-25,,Richter,134.0,Lippe I,Landesliste,robinwagener.bsky.social
11005584,Sandra Stein,1986-10-22,weiblich,Grünen,2025-03-25,,Unternehmerin,146.0,Hochsauerlandkreis,Landesliste,sandrastein.bsky.social
11005164,Sara Nanni,1987-05-29,weiblich,Grünen,2025-03-25,,Friedens- und Konfliktforscherin,106.0,Düsseldorf II,Landesliste,sarananni.bsky.social
11005162,Sascha Müller,1970-04-24,männlich,Grünen,2025-03-25,,Sportjournalist,244.0,Nürnberg-Süd,Landesliste,
11005059,Schahina Gambir,1991-06-06,weiblich,Grünen,2025-03-25,,,133.0,Minden-Lübbecke I,Landesliste,schahinagambir.bsky.social
11005459,Simone Fischer,1979-06-24,weiblich,Grünen,2025-03-25,,Beamtin,258.0,Stuttgart I,Direktwahl,simonefischer258.bsky.social
11004877,Stefan Schmidt,1981-05-19,männlich,Grünen,2025-03-25,,Lehrer,232.0,Regensburg,Landesliste,stefanschmidt.bsky.social
11002720,Steffi Lemke,1968-01-19,weiblich,Grünen,2025-03-25,,Dipl.-Agraringenieurin,70.0,Anhalt – Dessau – Wittenberg,Landesliste,steffi-lemke.de
11004801,Sven Lehmann,1979-12-04,männlich,Grünen,2025-03-25,,,93.0,Köln II,Direktwahl,sven-lehmann.eu
11005152,Swantje Henrike Michaelsen,1979-10-04,weiblich,Grünen,2025-03-25,,Historikerin M. A.,42.0,Stadt Hannover II,Landesliste,
11005556,Sylvia Rietenberg,1965-07-20,weiblich,Grünen,2025-03-25,,Dipl.-Sozialarbeiterin,128.0,Münster,Direktwahl,
11005402,Tarek Al-Wazir,1971-01-03,männlich,Grünen,2025-03-25,,Dipl.-Politologe,184.0,Offenbach,Landesliste,
11005445,Timon Dzienus,1996-05-25,männlich,Grünen,2025-03-25,,Politikwissenschaftler,41.0,Stadt Hannover I,Landesliste,dzienus.bsky.social
11005259,Tina Winklmann,1980-02-26,weiblich,Grünen,2025-03-25,,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik,233.0,Schwandorf,Landesliste,
11004395,Ulle Schauws,1966-04-30,weiblich,Grünen,2025-03-25,,Film- und Fernsehwissenschaftlerin,113.0,Krefeld II – Wesel II,Landesliste,ulleschauws.bsky.social
11005432,Victoria Broßart,1992-09-24,weiblich,Grünen,2025-03-25,,Ingenieurin,221.0,Rosenheim,Landesliste,victoriabrossart.bsky.social
11005598,Aaron Valent,1997-03-14,männlich,Die LINKE,2025-03-25,,Ausbildung zum Rechtsanwaltsfachangestellten,250.0,Würzburg,Landesliste,
11005437,Agnes Conrad,1997-10-29,weiblich,Die LINKE,2025-03-25,,Konzernbetriebsratsreferentin,249.0,Schweinfurt,Landesliste,
11005617,Anne Zerr,1993-07-21,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,289.0,Reutlingen,Landesliste,
11005430,Anne-Mieke Bremer,1991-10-31,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin,40.0,Nienburg II – Schaumburg,Landesliste,koffeinpiratin.dielinkebt.de
11005073,Ates Gürpinar,1984-09-25,männlich,Die LINKE,2025-03-25,,,221.0,Rosenheim,Landesliste,atesguerpinar.dielinkebt.de
11003824,Bodo Ramelow,1956-02-16,männlich,Die LINKE,2025-03-25,,Kaufmann,192.0,Erfurt – Weimar – Weimarer Land II,Direktwahl,bodoramelow.bsky.social
11005505,Cansin Köktürk,1993-06-13,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin,139.0,Bochum I,Landesliste,
11005538,Cansu Özdemir,1988-09-08,weiblich,Die LINKE,2025-03-25,,,,,Landesliste,
11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2025-03-25,,Dipl.-Soziologin,155.0,Bautzen I,Landesliste,carenlay.bsky.social
11005490,Cem Ince,1993-12-09,männlich,Die LINKE,2025-03-25,,Elektroniker für Automatisierungstechnik,49.0,Salzgitter – Wolfenbüttel,Landesliste,
11005534,Charlotte Antonia Neuhäuser,1998-11-25,weiblich,Die LINKE,2025-03-25,,Studentin,136.0,Paderborn,Landesliste,
11005067,Christian Görke,1962-03-17,männlich,Die LINKE,2025-03-25,,Lehrer für Sport und Geschichte,64.0,Cottbus – Spree-Neiße,Landesliste,christiangoerke.dielinkebt.de
11005611,Christin Willnat,1986-04-03,weiblich,Die LINKE,2025-03-25,,Übersetzerin und Integrationshelferin,60.0,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
11005289,Clara Bünger,1986-07-04,weiblich,Die LINKE,2025-03-25,,Volljuristin,159.0,Dresden II – Bautzen II,Landesliste,clarabuenger.bsky.social
11005568,David Schliesing,1983-01-26,männlich,Die LINKE,2025-03-25,,"Schauspieldramaturg, Audioredakteur",67.0,Börde – Salzlandkreis,Landesliste,
11005411,Desiree Becker,1994-01-27,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,172.0,Gießen,Landesliste,
11005601,Donata Vogtschmidt,1998-02-24,weiblich,Die LINKE,2025-03-25,,Staatswissenschaftlerin,188.0,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,donatavogtschmidt.bsky.social
11004651,Doris Achelwilm,1976-11-30,weiblich,Die LINKE,2025-03-25,,Sprachwissenschaftlerin (M.A.),54.0,Bremen I,Landesliste,dorisachelwilm.bsky.social
11003034,Dr. Dietmar Bartsch,1958-03-31,männlich,Die LINKE,2025-03-25,,Wirtschaftswissenschaftler,14.0,Rostock – Landkreis Rostock II,Landesliste,dietmarbartsch.bsky.social‬
11005453,Dr. Fabian Fahl,1993-03-20,männlich,Die LINKE,2025-03-25,,Wissenschaftlicher Mitarbeiter,86.0,Aachen I,Landesliste,
11000756,Dr. Gregor Gysi,1948-01-16,männlich,Die LINKE,2025-03-25,,Rechtsanwalt,83.0,Berlin-Treptow-Köpenick,Direktwahl,
11005403,Dr. Michael Arndt,1964-03-18,männlich,Die LINKE,2025-03-25,,Arzt,299.0,Homburg,Landesliste,
11005575,Evelyn Schötz,1961-06-30,weiblich,Die LINKE,2025-03-25,,Altenpflegerin,245.0,Roth,Landesliste,
11005501,Ferat Koçak,1979-05-26,männlich,Die LINKE,2025-03-25,,Dipl.-Wirtschaftswissenschaftler,81.0,Berlin-Neukölln,Direktwahl,feratkocak.dielinkebt.de
11005595,Gerhard Trabert,1956-07-03,männlich,Die LINKE,2025-03-25,,,204.0,Mainz,Landesliste,
11004653,Gökay Akbulut,1982-11-16,weiblich,Die LINKE,2025-03-25,,Sozialwissenschaftlerin,275.0,Mannheim,Landesliste,goekayakbulut.bsky.social
11005186,Heidi Reichinnek,1988-04-19,weiblich,Die LINKE,2025-03-25,,pädagigische Mitarbeiterin in der Jugendhilfe,39.0,Stadt Osnabrück,Landesliste,heidireichinnek.dielinkebt.de
11005123,Ina Latendorf,1971-06-26,weiblich,Die LINKE,2025-03-25,,Juristin und Facharbeiterin für Pflanzenproduktion,12.0,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,
11005580,Ines Schwerdtner,1989-08-26,weiblich,Die LINKE,2025-03-25,,"Journalistin, Publizistin",85.0,Berlin-Lichtenberg,Direktwahl,inesschwerdtner.bsky.social
11005599,Isabelle Vandre,1989-07-27,weiblich,Die LINKE,2025-03-25,,Politikwissenschaftlerin,61.0,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Landesliste,isavandre.bsky.social
11004001,Jan Aken,1961-05-01,männlich,Die LINKE,2025-03-25,,Biologe,,,Landesliste,janvanaken.dielinkebt.de
11005511,Jan Köstering,1997-10-22,männlich,Die LINKE,2025-03-25,,KFZ-Mechatroniker,98.0,Oberbergischer Kreis,Landesliste,jan-koestering.de
11005427,Janina Böttger,1982-04-04,weiblich,Die LINKE,2025-03-25,,Europäische Dipl.-Verwaltungsmanagerin,71.0,Halle,Landesliste,
11005260,Janine Wissler,1981-05-23,weiblich,Die LINKE,2025-03-25,,Dipl.-Politikwissenschaftlerin,181.0,Frankfurt am Main I,Landesliste,janinewissler.bsky.social
11005426,Jorrit Bosch,1997-09-08,männlich,Die LINKE,2025-03-25,,,,,Landesliste,jorritbosch.dielinkebt.de
11005583,Julia-Christina Stange,1978-04-25,weiblich,Die LINKE,2025-03-25,,Fachkinderkrankenschwester,205.0,Worms,Landesliste,
11004693,Jörg Cezanne,1958-06-08,männlich,Die LINKE,2025-03-25,,"Verbandsgeschäftsführer, Soziologe",183.0,Groß-Gerau,Landesliste,
11005466,Katalin Gennburg,1984-03-05,weiblich,Die LINKE,2025-03-25,,,84.0,Berlin-Marzahn-Hellersdorf,Landesliste,
11005464,Kathrin Gebel,1997-04-05,weiblich,Die LINKE,2025-03-25,,,128.0,Münster,Landesliste,
11005457,Katrin Fey,1967-12-07,weiblich,Die LINKE,2025-03-25,,Dipl.-Sozialpädagogin,147.0,Siegen-Wittgenstein,Landesliste,
11005554,Lea Reisner,1989-03-09,weiblich,Die LINKE,2025-03-25,,Gesundheits- und Krankenpflegerin,93.0,Köln II,Landesliste,leali.bsky.social
11004672,Lorenz Gösta Beutin,1978-07-18,männlich,Die LINKE,2025-03-25,,"Historiker, Angestellter",1.0,Flensburg – Schleswig,Landesliste,lgbeutin.bsky.social
11005539,Luigi Pantisano,1979-07-28,männlich,Die LINKE,2025-03-25,,"Stadtplaner, Architekt",258.0,Stuttgart I,Landesliste,luigipantisano.bsky.social
11005489,Luke Hoß,2001-09-03,männlich,Die LINKE,2025-03-25,,,228.0,Passau,Landesliste,luke-hoss.de
11005434,Maik Brückner,1992-06-16,männlich,Die LINKE,2025-03-25,,Mediengestalter,48.0,Hildesheim,Landesliste,maikbrueckner.bsky.social
11005450,Mandy Eißing,1976-08-31,weiblich,Die LINKE,2025-03-25,,Friseurin,194.0,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
11005409,Marcel Bauer,1992-04-30,männlich,Die LINKE,2025-03-25,,Forstwirt,271.0,Karlsruhe-Stadt,Landesliste,
11005482,Mareike Hermeier,1989-08-17,weiblich,Die LINKE,2025-03-25,,Kauffrau im Großhandel,123.0,Steinfurt I – Borken I,Landesliste,
11005494,Maren Kaminski,1979-02-15,weiblich,Die LINKE,2025-03-25,,Gewerkschaftssekretärin,42.0,Stadt Hannover II,Landesliste,marenkaminski.dielinkebt.de
11005448,Mirze Edis,1972-01-01,männlich,Die LINKE,2025-03-25,,Betriebsratsmitglied,114.0,Duisburg I,Landesliste,
11004041,Nicole Gohlke,1975-11-15,weiblich,Die LINKE,2025-03-25,,Sozialwissenschaftlerin,219.0,München-West/Mitte,Landesliste,nicolegohlke.bsky.social
11004819,Pascal Meiser,1975-03-07,männlich,Die LINKE,2025-03-25,,Dipl.-Politikwissenschaftler,82.0,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Direktwahl,pascalmeiser.bsky.social
11005530,Sahra Mirow,1984-01-10,weiblich,Die LINKE,2025-03-25,,wissenschaftliche Mitarbeiterin,274.0,Heidelberg,Landesliste,
11005603,Sarah Vollath,1995-12-26,weiblich,Die LINKE,2025-03-25,,Sozialarbeiterin (FH),215.0,Ingolstadt,Landesliste,
11005604,Sascha Wagner,1980-05-23,männlich,Die LINKE,2025-03-25,,Angestellter,116.0,Oberhausen – Wesel III,Landesliste,saschahwagner.bsky.social
11005518,Sonja Lemke,1991-11-22,weiblich,Die LINKE,2025-03-25,,Informatikerin,142.0,Dortmund II,Landesliste,sonjalemke.dielinkebt.de
11005527,Stella Merendino,1994-04-08,weiblich,Die LINKE,2025-03-25,,Gesundheits- und Krankenpflegerin,74.0,Berlin-Mitte,Landesliste,
11004848,Sören Pellmann,1977-02-11,männlich,Die LINKE,2025-03-25,,Grund- und Förderschullehrer,152.0,Leipzig II,Direktwahl,pellmann.dielinkebt.de
11005525,Tamara Mazzi,1992-01-13,weiblich,Die LINKE,2025-03-25,,Lehrerin,5.0,Kiel,Landesliste,tamaramazzi.dielinkebt.de
11005594,Ulrich Thoden,1973-05-16,männlich,Die LINKE,2025-03-25,,Lehrer am Berufskolleg,127.0,Steinfurt III,Landesliste,ulrichthoden.bsky.social
11005460,Uwe Foullong,1957-09-29,männlich,Die LINKE,2025-03-25,,Dipl.-Kaufmann,124.0,Bottrop – Recklinghausen III,Landesliste,
11005467,Vinzenz Glaser,1992-08-15,männlich,Die LINKE,2025-03-25,,Sozialarbeiter,281.0,Freiburg,Landesliste,vinzenzglaser.dielinkebt.de
11005421,Violetta Bock,1987-12-11,weiblich,Die LINKE,2025-03-25,,,167.0,Kassel,Landesliste,
11005562,Zada Salihović,2000-03-28,weiblich,Die LINKE,2025-03-25,,"Kauffrau für Büromanagement, Gewerkschaftsmitarbeiterin",,,Landesliste,zadasalihovic.dielinkebt.de
11005470,Adrian Grasse,1975-01-20,männlich,CDU/CSU,2025-03-25,,"Industriekaufmann, Dipl.-Kaufmann",78.0,Berlin-Steglitz-Zehlendorf,Direktwahl,
11003620,Albert Rupprecht,1968-06-10,männlich,CDU/CSU,2025-03-25,,Dipl.-Volkswirt,234.0,Weiden,Direktwahl,
11004415,Albert Stegemann,1976-03-09,männlich,CDU/CSU,2025-03-25,,Landwirtschaftsmeister,31.0,Mittelems,Direktwahl,
11003516,Alexander Dobrindt,1970-06-07,männlich,CDU/CSU,2025-03-25,,Dipl.-Soziologe,225.0,Weilheim,Direktwahl,
11005050,Alexander Engelhard,1972-09-26,männlich,CDU/CSU,2025-03-25,,"Müller, Dipl.-Wirtschaftsingenieur (FH)",254.0,Neu-Ulm,Direktwahl,
11004304,Alexander Hoffmann,1975-03-06,männlich,CDU/CSU,2025-03-25,,Jurist,248.0,Main-Spessart,Direktwahl,
11005491,Alexander Jordan,1981-11-21,männlich,CDU/CSU,2025-03-25,,Dipl.-Ingenieur (FH) Elektrotechnik / Informationstechnik,51.0,Helmstedt – Wolfsburg,Direktwahl,
11004383,Alexander Radwan,1964-08-30,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,222.0,Bad Tölz-Wolfratshausen – Miesbach,Direktwahl,
11004917,Alexander Throm,1968-09-08,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,267.0,Heilbronn,Direktwahl,
11004384,Alois Rainer,1965-01-07,männlich,CDU/CSU,2025-03-25,,Metzgermeister,230.0,Straubing,Direktwahl,
11004342,Andrea Lindholz,1970-09-25,weiblich,CDU/CSU,2025-03-25,,"Rechtsanwältin, Fachanwältin für Familienrecht",246.0,Aschaffenburg,Direktwahl,
11003780,Andreas Jung,1975-05-13,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,287.0,Konstanz,Direktwahl,
11004108,Andreas Mattfeldt,1969-09-28,männlich,CDU/CSU,2025-03-25,,Industriekaufmann,34.0,Osterholz – Verden,Direktwahl,
11004323,Anja Karliczek,1971-04-29,weiblich,CDU/CSU,2025-03-25,,"Dipl.-Kauffrau, Hotelfachfrau, Bankkauffrau",127.0,Steinfurt III,Direktwahl,
11005400,Anna Aeikens,1998-08-15,weiblich,CDU/CSU,2025-03-25,,Selbständige Agrarökonomin,67.0,Börde – Salzlandkreis,Landesliste,
11005093,Anne Janssen,1982-08-31,weiblich,CDU/CSU,2025-03-25,,"Krankenschwester, Lehrerin",26.0,Friesland – Wilhelmshaven – Wittmund,Landesliste,
11005110,Anne König,1984-12-04,weiblich,CDU/CSU,2025-03-25,,Gesamtschulrektorin,125.0,Borken II,Direktwahl,
11004056,Ansgar Heveling,1972-07-03,männlich,CDU/CSU,2025-03-25,,Ministerialbeamter (Oberregierungsrat a. D.),109.0,Krefeld I – Neuss II,Direktwahl,
11002718,Armin Laschet,1961-02-18,männlich,CDU/CSU,2025-03-25,,Ministerpräsident a. D.,86.0,Aachen I,Direktwahl,
11003706,Artur Auernhammer,1963-03-09,männlich,CDU/CSU,2025-03-25,,Landwirtschaftsmeister,240.0,Ansbach,Direktwahl,
11004425,Astrid Timmermann-Fechter,1963-06-22,weiblich,CDU/CSU,2025-03-25,,Bundestagsabgeordnete,117.0,Mülheim – Essen I,Landesliste,
11004073,Axel Knoerig,1967-03-01,männlich,CDU/CSU,2025-03-25,,Kommunal- und Politikwissenschaftler,33.0,Diepholz – Nienburg I,Direktwahl,
11004829,Axel Müller,1963-07-24,männlich,CDU/CSU,2025-03-25,,Vorsitzender Richter am Landgericht a. D.,294.0,Ravensburg,Direktwahl,
11005451,Bastian Ernst,1987-01-30,männlich,CDU/CSU,2025-03-25,,Betriebswirt,28.0,Delmenhorst – Wesermarsch – Oldenburg-Land,Direktwahl,
11005435,Benedikt Büdenbender,1989-07-31,männlich,CDU/CSU,2025-03-25,,Kommunikationsberater,147.0,Siegen-Wittgenstein,Direktwahl,
11004893,Björn Simon,1981-05-18,männlich,CDU/CSU,2025-03-25,,"Politologe, Magister Artium (M.A.)",184.0,Offenbach,Direktwahl,
11005563,Carl-Philipp Sassenrath,1990-02-26,männlich,CDU/CSU,2025-03-25,,"Volljurist, Ministerialbeamter",107.0,Neuss I,Direktwahl,
11005425,Caroline Bosbach,1989-11-27,weiblich,CDU/CSU,2025-03-25,,Wirtschaftswissenschaftlerin/Regulierungsmanagerin,99.0,Rheinisch-Bergischer Kreis,Direktwahl,
11004332,Carsten Körber,1979-06-11,männlich,CDU/CSU,2025-03-25,,"Betriebswirt, Politikwissenschaftler",164.0,Zwickau,Landesliste,
11003815,Carsten Müller,1970-05-08,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, Rechtsanwalt",50.0,Braunschweig,Landesliste,
11005198,Catarina Santos Firnhaber,1994-07-08,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,87.0,Aachen II,Direktwahl,
11004286,Christian Haase,1966-05-06,männlich,CDU/CSU,2025-03-25,,Dipl.-Verwaltungswirt,135.0,Höxter – Gütersloh III – Lippe II,Direktwahl,
11003890,Christian Hirte,1976-05-23,männlich,CDU/CSU,2025-03-25,,"Rechtsanwalt, Fachanwalt für Steuerrecht",189.0,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,Landesliste,
11005533,Christian Moser,1989-11-14,männlich,CDU/CSU,2025-03-25,,"Jurist, Nebenerwerbslandwirt",213.0,Freising,Direktwahl,
11003639,Christian Stetten,1970-07-24,männlich,CDU/CSU,2025-03-25,,selbständiger Kaufmann,268.0,Schwäbisch Hall – Hohenlohe,Direktwahl,
11005235,Christina Stumpp,1987-11-16,weiblich,CDU/CSU,2025-03-25,,Verwaltungswirtin und Steuerrechtlerin LL.B.,264.0,Waiblingen,Direktwahl,
11005461,Christoph Frauenpreiß,1984-11-15,männlich,CDU/CSU,2025-03-25,,Dipl.-Bankbetriebswirt (FS),29.0,Cuxhaven – Stade II,Direktwahl,
11004926,Christoph Vries,1974-12-04,männlich,CDU/CSU,2025-03-25,,"Dipl.-Soziologe, ltd. Angestellter",18.0,Hamburg-Mitte,Landesliste,
11005506,Daniel Kölbl,1993-10-29,männlich,CDU/CSU,2025-03-25,,"Bankkaufmann, Abteilungsdirektor",7.0,Pinneberg,Direktwahl,
11003613,Daniela Raab,1975-07-07,weiblich,CDU/CSU,2025-03-25,,Juristin,221.0,Rosenheim,Direktwahl,
11005471,David Gregosz,1983-10-10,männlich,CDU/CSU,2025-03-25,,Unternehmer,188.0,Eichsfeld – Nordhausen – Kyffhäuserkreis,Landesliste,
11004152,Detlef Seif,1962-08-15,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,91.0,Euskirchen – Rhein-Erft-Kreis II,Direktwahl,
11005481,Diana Herbstreuth,1981-02-27,weiblich,CDU/CSU,2025-03-25,,Berufssoldatin,194.0,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Landesliste,
11004168,Dieter Stier,1964-06-29,männlich,CDU/CSU,2025-03-25,,"Zootechniker/Mechanisator, Dipl.-Ing.agr., Pferdewirtschaftsmeister",72.0,Burgenland – Saalekreis,Landesliste,
11003586,Dorothee Mantel,1978-04-19,weiblich,CDU/CSU,2025-03-25,,Diplom-Politologin,247.0,Bad Kissingen,Direktwahl,
11004339,Dr. Andreas Lenz,1981-04-23,männlich,CDU/CSU,2025-03-25,,Dipl.-Betriebswirt (FH),212.0,Erding – Ebersberg,Direktwahl,
11004440,Dr. Anja Weisgerber,1976-03-11,weiblich,CDU/CSU,2025-03-25,,Rechtsanwältin,249.0,Schweinfurt,Direktwahl,
11004684,Dr. Carsten Brodesser,1967-09-05,männlich,CDU/CSU,2025-03-25,,Ltd. Angestellter,98.0,Oberbergischer Kreis,Direktwahl,
11004098,Dr. Carsten Linnemann,1977-08-10,männlich,CDU/CSU,2025-03-25,,Volkswirt,136.0,Paderborn,Direktwahl,
11005205,Dr. Christiane Schenderlein,1981-10-17,weiblich,CDU/CSU,2025-03-25,,Politikwissenschaftlerin,150.0,Nordsachsen,Landesliste,
11004854,Dr. Christoph Ploß,1985-07-19,männlich,CDU/CSU,2025-03-25,,Historiker,21.0,Hamburg-Nord,Direktwahl,
11005407,Dr. Cornell-Anette Babendererde,1971-03-01,weiblich,CDU/CSU,2025-03-25,,Historikerin,36.0,Harburg,Direktwahl,
11005546,Dr. David Preisendanz,1984-01-04,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,261.0,Esslingen,Direktwahl,
11005441,Dr. Florian Dorn,1986-05-24,männlich,CDU/CSU,2025-03-25,,Volkswirt,255.0,Memmingen – Unterallgäu,Direktwahl,
11004327,Dr. Georg Kippels,1959-09-21,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,90.0,Rhein-Erft-Kreis I,Direktwahl,
11004305,Dr. Hendrik Hoppenstedt,1972-06-14,männlich,CDU/CSU,2025-03-25,,"Jurist, Staatsminister a. D., Bürgermeister a. D.",43.0,Hannover-Land I,Direktwahl,
11005444,Dr. Hülya Düber,1978-07-05,weiblich,CDU/CSU,2025-03-25,,Sozialreferentin / rechtskundige berufsmäßige Stadträtin,250.0,Würzburg,Direktwahl,
11005069,Dr. Ingeborg Gräßle,1961-03-02,weiblich,CDU/CSU,2025-03-25,,Journalistin,269.0,Backnang – Schwäbisch Gmünd,Direktwahl,
11004100,Dr. Jan-Marco Luczak,1975-10-02,männlich,CDU/CSU,2025-03-25,,Rechtsanwalt,80.0,Berlin-Tempelhof-Schöneberg,Landesliste,
